,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
4,4,2020-03-12,India,Maharashtra,11,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-13,India,Maharashtra,14,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-14,India,Maharashtra,14,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-15,India,Maharashtra,32,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-16,India,Maharashtra,32,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-17,India,Maharashtra,39,0,1,Hist Update: 10th Apr 2020
10,10,2020-03-18,India,Maharashtra,42,0,1,Hist Update: 10th Apr 2020
11,11,2020-03-19,India,Maharashtra,47,0,1,Hist Update: 10th Apr 2020
12,12,2020-03-20,India,Maharashtra,52,0,1,Hist Update: 10th Apr 2020
13,13,2020-03-21,India,Maharashtra,63,0,1,Hist Update: 10th Apr 2020
14,14,2020-03-22,India,Maharashtra,67,0,2,Hist Update: 10th Apr 2020
15,15,2020-03-23,India,Maharashtra,74,0,2,Hist Update: 10th Apr 2020
16,16,2020-03-24,India,Maharashtra,89,0,2,Hist Update: 10th Apr 2020
17,17,2020-03-25,India,Maharashtra,128,1,3,Hist Update: 10th Apr 2020
18,18,2020-03-26,India,Maharashtra,124,1,3,Hist Update: 10th Apr 2020
19,19,2020-03-27,India,Maharashtra,130,15,4,Hist Update: 10th Apr 2020
20,20,2020-03-28,India,Maharashtra,180,25,5,Hist Update: 10th Apr 2020
21,21,2020-03-29,India,Maharashtra,186,25,6,Hist Update: 10th Apr 2020
22,22,2020-03-30,India,Maharashtra,198,25,8,Hist Update: 10th Apr 2020
23,23,2020-03-31,India,Maharashtra,216,39,9,Hist Update: 10th Apr 2020
24,24,2020-04-01,India,Maharashtra,302,39,9,Hist Update: 10th Apr 2020
25,25,2020-04-02,India,Maharashtra,335,42,13,Hist Update: 10th Apr 2020
26,26,2020-04-03,India,Maharashtra,335,42,16,Hist Update: 10th Apr 2020
27,27,2020-04-04,India,Maharashtra,490,42,24,Hist Update: 10th Apr 2020
28,28,2020-04-05,India,Maharashtra,490,42,24,Hist Update: 10th Apr 2020
29,29,2020-04-06,India,Maharashtra,748,56,45,Hist Update: 10th Apr 2020
30,30,2020-04-07,India,Maharashtra,868,56,48,Hist Update: 10th Apr 2020
31,31,2020-04-08,India,Maharashtra,1018,79,64,Hist Update: 10th Apr 2020
32,32,2020-04-09,India,Maharashtra,1135,117,72,Hist Update: 10th Apr 2020
1,1,2020-03-24,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-25,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-26,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-27,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-28,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-29,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-30,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-31,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-04-01,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-04-02,India,Manipur,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-04-03,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
12,12,2020-04-04,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
13,13,2020-04-05,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
14,14,2020-04-06,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
15,15,2020-04-07,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
16,16,2020-04-08,India,Manipur,2,0,0,Hist Update: 10th Apr 2020
17,17,2020-04-09,India,Manipur,2,1,0,Hist Update: 10th Apr 2020
1,1,2020-03-25,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-26,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-27,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-28,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-29,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-30,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-31,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-04-01,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-04-02,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-04-03,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-04-04,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
12,12,2020-04-05,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
13,13,2020-04-06,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
14,14,2020-04-07,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
15,15,2020-04-08,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
16,16,2020-04-09,India,Mizoram,1,0,0,Hist Update: 10th Apr 2020
1,1,2020-03-16,India,Odisha,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-17,India,Odisha,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-18,India,Odisha,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-19,India,Odisha,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-20,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-21,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-22,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-23,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-24,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-25,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-26,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-27,India,Odisha,2,0,0,Hist Update: 10th Apr 2020
13,13,2020-03-28,India,Odisha,3,0,0,Hist Update: 10th Apr 2020
14,14,2020-03-29,India,Odisha,3,0,0,Hist Update: 10th Apr 2020
15,15,2020-03-30,India,Odisha,3,0,0,Hist Update: 10th Apr 2020
16,16,2020-03-31,India,Odisha,3,0,0,Hist Update: 10th Apr 2020
17,17,2020-04-01,India,Odisha,4,0,0,Hist Update: 10th Apr 2020
18,18,2020-04-02,India,Odisha,4,0,0,Hist Update: 10th Apr 2020
19,19,2020-04-03,India,Odisha,5,0,0,Hist Update: 10th Apr 2020
20,20,2020-04-04,India,Odisha,5,0,0,Hist Update: 10th Apr 2020
21,21,2020-04-05,India,Odisha,20,0,0,Hist Update: 10th Apr 2020
22,22,2020-04-06,India,Odisha,21,2,0,Hist Update: 10th Apr 2020
23,23,2020-04-07,India,Odisha,42,2,1,Hist Update: 10th Apr 2020
24,24,2020-04-08,India,Odisha,42,2,1,Hist Update: 10th Apr 2020
25,25,2020-04-09,India,Odisha,42,2,1,Hist Update: 10th Apr 2020
1,1,2020-03-18,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-19,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-20,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-21,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-22,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-23,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-24,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-25,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-26,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-27,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-28,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-29,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
13,13,2020-03-30,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
14,14,2020-03-31,India,Puducherry,1,0,0,Hist Update: 10th Apr 2020
15,15,2020-04-01,India,Puducherry,3,1,0,Hist Update: 10th Apr 2020
16,16,2020-04-02,India,Puducherry,3,1,0,Hist Update: 10th Apr 2020
17,17,2020-04-03,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
18,18,2020-04-04,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
19,19,2020-04-05,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
20,20,2020-04-06,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
21,21,2020-04-07,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
22,22,2020-04-08,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
23,23,2020-04-09,India,Puducherry,5,1,0,Hist Update: 10th Apr 2020
1,1,2020-03-09,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-10,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-11,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-12,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-13,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-14,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-15,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-16,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-17,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-18,India,Punjab,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-19,India,Punjab,2,0,1,Hist Update: 10th Apr 2020
12,12,2020-03-20,India,Punjab,2,0,1,Hist Update: 10th Apr 2020
13,13,2020-03-21,India,Punjab,13,0,1,Hist Update: 10th Apr 2020
14,14,2020-03-22,India,Punjab,21,0,1,Hist Update: 10th Apr 2020
15,15,2020-03-23,India,Punjab,21,0,1,Hist Update: 10th Apr 2020
16,16,2020-03-24,India,Punjab,29,0,1,Hist Update: 10th Apr 2020
17,17,2020-03-25,India,Punjab,29,0,1,Hist Update: 10th Apr 2020
18,18,2020-03-26,India,Punjab,33,0,1,Hist Update: 10th Apr 2020
19,19,2020-03-27,India,Punjab,33,0,1,Hist Update: 10th Apr 2020
20,20,2020-03-28,India,Punjab,38,1,1,Hist Update: 10th Apr 2020
21,21,2020-03-29,India,Punjab,38,1,1,Hist Update: 10th Apr 2020
22,22,2020-03-30,India,Punjab,38,1,1,Hist Update: 10th Apr 2020
23,23,2020-03-31,India,Punjab,41,1,3,Hist Update: 10th Apr 2020
24,24,2020-04-01,India,Punjab,42,1,3,Hist Update: 10th Apr 2020
25,25,2020-04-02,India,Punjab,46,1,4,Hist Update: 10th Apr 2020
26,26,2020-04-03,India,Punjab,48,1,5,Hist Update: 10th Apr 2020
27,27,2020-04-04,India,Punjab,57,1,5,Hist Update: 10th Apr 2020
28,28,2020-04-05,India,Punjab,57,1,5,Hist Update: 10th Apr 2020
29,29,2020-04-06,India,Punjab,76,4,6,Hist Update: 10th Apr 2020
30,30,2020-04-07,India,Punjab,91,4,7,Hist Update: 10th Apr 2020
31,31,2020-04-08,India,Punjab,91,4,7,Hist Update: 10th Apr 2020
32,32,2020-04-09,India,Punjab,101,4,8,Hist Update: 10th Apr 2020
1,1,2020-03-03,India,Rajasthan,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-04,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-05,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-06,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-07,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-08,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-09,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-10,India,Rajasthan,15,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-11,India,Rajasthan,3,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-12,India,Rajasthan,3,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-13,India,Rajasthan,3,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-14,India,Rajasthan,3,1,0,Hist Update: 10th Apr 2020
13,13,2020-03-15,India,Rajasthan,4,3,0,Hist Update: 10th Apr 2020
14,14,2020-03-16,India,Rajasthan,4,3,0,Hist Update: 10th Apr 2020
15,15,2020-03-17,India,Rajasthan,4,3,0,Hist Update: 10th Apr 2020
16,16,2020-03-18,India,Rajasthan,4,3,0,Hist Update: 10th Apr 2020
17,17,2020-03-19,India,Rajasthan,7,3,0,Hist Update: 10th Apr 2020
18,18,2020-03-20,India,Rajasthan,17,3,0,Hist Update: 10th Apr 2020
19,19,2020-03-21,India,Rajasthan,17,3,0,Hist Update: 10th Apr 2020
20,20,2020-03-22,India,Rajasthan,24,3,0,Hist Update: 10th Apr 2020
21,21,2020-03-23,India,Rajasthan,28,3,0,Hist Update: 10th Apr 2020
22,22,2020-03-24,India,Rajasthan,32,3,0,Hist Update: 10th Apr 2020
23,23,2020-03-25,India,Rajasthan,36,3,0,Hist Update: 10th Apr 2020
24,24,2020-03-26,India,Rajasthan,41,3,0,Hist Update: 10th Apr 2020
25,25,2020-03-27,India,Rajasthan,41,3,0,Hist Update: 10th Apr 2020
26,26,2020-03-28,India,Rajasthan,54,3,0,Hist Update: 10th Apr 2020
27,27,2020-03-29,India,Rajasthan,55,3,0,Hist Update: 10th Apr 2020
28,28,2020-03-30,India,Rajasthan,59,3,0,Hist Update: 10th Apr 2020
29,29,2020-03-31,India,Rajasthan,74,3,0,Hist Update: 10th Apr 2020
30,30,2020-04-01,India,Rajasthan,93,3,0,Hist Update: 10th Apr 2020
31,31,2020-04-02,India,Rajasthan,108,3,0,Hist Update: 10th Apr 2020
32,32,2020-04-03,India,Rajasthan,167,3,0,Hist Update: 10th Apr 2020
33,33,2020-04-04,India,Rajasthan,200,21,0,Hist Update: 10th Apr 2020
34,34,2020-04-05,India,Rajasthan,200,21,0,Hist Update: 10th Apr 2020
35,35,2020-04-06,India,Rajasthan,274,21,0,Hist Update: 10th Apr 2020
36,36,2020-04-07,India,Rajasthan,288,21,3,Hist Update: 10th Apr 2020
37,37,2020-04-08,India,Rajasthan,328,21,3,Hist Update: 10th Apr 2020
38,38,2020-04-09,India,Rajasthan,383,21,3,Hist Update: 10th Apr 2020
1,1,2020-03-07,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-08,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-09,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-10,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-11,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-12,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-13,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-14,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-15,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-16,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-17,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-18,India,Tamil Nadu,1,0,0,Hist Update: 10th Apr 2020
13,13,2020-03-19,India,Tamil Nadu,2,1,0,Hist Update: 10th Apr 2020
14,14,2020-03-20,India,Tamil Nadu,3,1,0,Hist Update: 10th Apr 2020
15,15,2020-03-21,India,Tamil Nadu,3,1,0,Hist Update: 10th Apr 2020
16,16,2020-03-22,India,Tamil Nadu,7,1,0,Hist Update: 10th Apr 2020
17,17,2020-03-23,India,Tamil Nadu,9,1,0,Hist Update: 10th Apr 2020
18,18,2020-03-24,India,Tamil Nadu,15,1,0,Hist Update: 10th Apr 2020
19,19,2020-03-25,India,Tamil Nadu,18,1,0,Hist Update: 10th Apr 2020
20,20,2020-03-26,India,Tamil Nadu,26,1,1,Hist Update: 10th Apr 2020
21,21,2020-03-27,India,Tamil Nadu,29,1,1,Hist Update: 10th Apr 2020
22,22,2020-03-28,India,Tamil Nadu,40,2,1,Hist Update: 10th Apr 2020
23,23,2020-03-29,India,Tamil Nadu,49,4,1,Hist Update: 10th Apr 2020
24,24,2020-03-30,India,Tamil Nadu,67,4,1,Hist Update: 10th Apr 2020
25,25,2020-03-31,India,Tamil Nadu,74,4,1,Hist Update: 10th Apr 2020
26,26,2020-04-01,India,Tamil Nadu,234,6,1,Hist Update: 10th Apr 2020
27,27,2020-04-02,India,Tamil Nadu,234,6,1,Hist Update: 10th Apr 2020
28,28,2020-04-03,India,Tamil Nadu,309,6,1,Hist Update: 10th Apr 2020
29,29,2020-04-04,India,Tamil Nadu,411,6,2,Hist Update: 10th Apr 2020
30,30,2020-04-05,India,Tamil Nadu,485,6,3,Hist Update: 10th Apr 2020
31,31,2020-04-06,India,Tamil Nadu,571,8,5,Hist Update: 10th Apr 2020
32,32,2020-04-07,India,Tamil Nadu,621,8,5,Hist Update: 10th Apr 2020
33,33,2020-04-08,India,Tamil Nadu,690,19,7,Hist Update: 10th Apr 2020
34,34,2020-04-09,India,Tamil Nadu,738,21,8,Hist Update: 10th Apr 2020
1,1,2020-03-02,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-03,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-04,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-05,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-06,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-07,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-08,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-09,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-10,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-11,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-12,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-13,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
13,13,2020-03-14,India,Telengana,1,0,0,Hist Update: 10th Apr 2020
14,14,2020-03-15,India,Telengana,3,1,0,Hist Update: 10th Apr 2020
15,15,2020-03-16,India,Telengana,3,1,0,Hist Update: 10th Apr 2020
16,16,2020-03-17,India,Telengana,5,1,0,Hist Update: 10th Apr 2020
17,17,2020-03-18,India,Telengana,6,1,0,Hist Update: 10th Apr 2020
18,18,2020-03-19,India,Telengana,6,1,0,Hist Update: 10th Apr 2020
19,19,2020-03-20,India,Telengana,17,1,0,Hist Update: 10th Apr 2020
20,20,2020-03-21,India,Telengana,21,1,0,Hist Update: 10th Apr 2020
21,21,2020-03-22,India,Telengana,22,1,0,Hist Update: 10th Apr 2020
22,22,2020-03-23,India,Telengana,32,1,0,Hist Update: 10th Apr 2020
23,23,2020-03-24,India,Telengana,35,1,0,Hist Update: 10th Apr 2020
24,24,2020-03-25,India,Telengana,35,1,0,Hist Update: 10th Apr 2020
25,25,2020-03-26,India,Telengana,44,1,0,Hist Update: 10th Apr 2020
26,26,2020-03-27,India,Telengana,45,1,0,Hist Update: 10th Apr 2020
27,27,2020-03-28,India,Telengana,56,1,0,Hist Update: 10th Apr 2020
28,28,2020-03-29,India,Telengana,66,1,1,Hist Update: 10th Apr 2020
29,29,2020-03-30,India,Telengana,71,1,1,Hist Update: 10th Apr 2020
30,30,2020-03-31,India,Telengana,79,1,1,Hist Update: 10th Apr 2020
31,31,2020-04-01,India,Telengana,96,1,3,Hist Update: 10th Apr 2020
32,32,2020-04-02,India,Telengana,107,1,3,Hist Update: 10th Apr 2020
33,33,2020-04-03,India,Telengana,158,1,7,Hist Update: 10th Apr 2020
34,34,2020-04-04,India,Telengana,159,1,7,Hist Update: 10th Apr 2020
35,35,2020-04-05,India,Telengana,269,32,7,Hist Update: 10th Apr 2020
36,36,2020-04-06,India,Telengana,321,34,7,Hist Update: 10th Apr 2020
37,37,2020-04-07,India,Telengana,364,35,7,Hist Update: 10th Apr 2020
38,38,2020-04-08,India,Telengana,427,35,7,Hist Update: 10th Apr 2020
39,39,2020-04-09,India,Telengana,442,35,7,Hist Update: 10th Apr 2020
1,1,2020-04-07,India,Tripura,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-04-08,India,Tripura,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-04-09,India,Tripura,1,0,0,Hist Update: 10th Apr 2020
1,1,2020-03-04,India,Uttar Pradesh,6,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-05,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-06,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-07,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-08,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-09,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-10,India,Uttar Pradesh,7,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-11,India,Uttar Pradesh,9,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-12,India,Uttar Pradesh,11,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-13,India,Uttar Pradesh,11,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-14,India,Uttar Pradesh,12,5,0,Hist Update: 10th Apr 2020
12,12,2020-03-15,India,Uttar Pradesh,13,4,0,Hist Update: 10th Apr 2020
13,13,2020-03-16,India,Uttar Pradesh,13,4,0,Hist Update: 10th Apr 2020
14,14,2020-03-17,India,Uttar Pradesh,15,5,0,Hist Update: 10th Apr 2020
15,15,2020-03-18,India,Uttar Pradesh,16,5,0,Hist Update: 10th Apr 2020
16,16,2020-03-19,India,Uttar Pradesh,19,9,0,Hist Update: 10th Apr 2020
17,17,2020-03-20,India,Uttar Pradesh,23,9,0,Hist Update: 10th Apr 2020
18,18,2020-03-21,India,Uttar Pradesh,24,9,0,Hist Update: 10th Apr 2020
19,19,2020-03-22,India,Uttar Pradesh,27,9,0,Hist Update: 10th Apr 2020
20,20,2020-03-23,India,Uttar Pradesh,31,9,0,Hist Update: 10th Apr 2020
21,21,2020-03-24,India,Uttar Pradesh,33,11,0,Hist Update: 10th Apr 2020
22,22,2020-03-25,India,Uttar Pradesh,37,11,0,Hist Update: 10th Apr 2020
23,23,2020-03-26,India,Uttar Pradesh,41,11,0,Hist Update: 10th Apr 2020
24,24,2020-03-27,India,Uttar Pradesh,41,11,0,Hist Update: 10th Apr 2020
25,25,2020-03-28,India,Uttar Pradesh,55,11,0,Hist Update: 10th Apr 2020
26,26,2020-03-29,India,Uttar Pradesh,65,11,0,Hist Update: 10th Apr 2020
27,27,2020-03-30,India,Uttar Pradesh,82,11,0,Hist Update: 10th Apr 2020
28,28,2020-03-31,India,Uttar Pradesh,101,14,0,Hist Update: 10th Apr 2020
29,29,2020-04-01,India,Uttar Pradesh,103,14,2,Hist Update: 10th Apr 2020
30,30,2020-04-02,India,Uttar Pradesh,113,14,2,Hist Update: 10th Apr 2020
31,31,2020-04-03,India,Uttar Pradesh,172,14,2,Hist Update: 10th Apr 2020
32,32,2020-04-04,India,Uttar Pradesh,174,19,2,Hist Update: 10th Apr 2020
33,33,2020-04-05,India,Uttar Pradesh,227,19,2,Hist Update: 10th Apr 2020
34,34,2020-04-06,India,Uttar Pradesh,305,21,3,Hist Update: 10th Apr 2020
35,35,2020-04-07,India,Uttar Pradesh,305,21,3,Hist Update: 10th Apr 2020
36,36,2020-04-08,India,Uttar Pradesh,343,26,3,Hist Update: 10th Apr 2020
37,37,2020-04-09,India,Uttar Pradesh,410,31,4,Hist Update: 10th Apr 2020
1,1,2020-03-15,India,Uttarakhand,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-16,India,Uttarakhand,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-17,India,Uttarakhand,1,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-18,India,Uttarakhand,1,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-19,India,Uttarakhand,1,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-20,India,Uttarakhand,3,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-21,India,Uttarakhand,3,0,0,Hist Update: 10th Apr 2020
8,8,2020-03-22,India,Uttarakhand,3,0,0,Hist Update: 10th Apr 2020
9,9,2020-03-23,India,Uttarakhand,3,0,0,Hist Update: 10th Apr 2020
10,10,2020-03-24,India,Uttarakhand,4,0,0,Hist Update: 10th Apr 2020
11,11,2020-03-25,India,Uttarakhand,4,0,0,Hist Update: 10th Apr 2020
12,12,2020-03-26,India,Uttarakhand,5,0,0,Hist Update: 10th Apr 2020
13,13,2020-03-27,India,Uttarakhand,5,0,0,Hist Update: 10th Apr 2020
14,14,2020-03-28,India,Uttarakhand,5,0,0,Hist Update: 10th Apr 2020
15,15,2020-03-29,India,Uttarakhand,7,2,0,Hist Update: 10th Apr 2020
16,16,2020-03-30,India,Uttarakhand,7,2,0,Hist Update: 10th Apr 2020
17,17,2020-03-31,India,Uttarakhand,7,2,0,Hist Update: 10th Apr 2020
18,18,2020-04-01,India,Uttarakhand,7,2,0,Hist Update: 10th Apr 2020
19,19,2020-04-02,India,Uttarakhand,7,2,0,Hist Update: 10th Apr 2020
20,20,2020-04-03,India,Uttarakhand,10,2,0,Hist Update: 10th Apr 2020
21,21,2020-04-04,India,Uttarakhand,16,2,0,Hist Update: 10th Apr 2020
22,22,2020-04-05,India,Uttarakhand,22,2,0,Hist Update: 10th Apr 2020
23,23,2020-04-06,India,Uttarakhand,26,4,0,Hist Update: 10th Apr 2020
24,24,2020-04-07,India,Uttarakhand,31,5,0,Hist Update: 10th Apr 2020
25,25,2020-04-08,India,Uttarakhand,31,5,0,Hist Update: 10th Apr 2020
26,26,2020-04-09,India,Uttarakhand,35,5,0,Hist Update: 10th Apr 2020
1,1,2020-03-18,India,West Bengal,1,0,0,Hist Update: 10th Apr 2020
2,2,2020-03-19,India,West Bengal,1,0,0,Hist Update: 10th Apr 2020
3,3,2020-03-20,India,West Bengal,2,0,0,Hist Update: 10th Apr 2020
4,4,2020-03-21,India,West Bengal,3,0,0,Hist Update: 10th Apr 2020
5,5,2020-03-22,India,West Bengal,4,0,0,Hist Update: 10th Apr 2020
6,6,2020-03-23,India,West Bengal,7,0,0,Hist Update: 10th Apr 2020
7,7,2020-03-24,India,West Bengal,9,0,1,Hist Update: 10th Apr 2020
8,8,2020-03-25,India,West Bengal,9,0,1,Hist Update: 10th Apr 2020
9,9,2020-03-26,India,West Bengal,10,0,1,Hist Update: 10th Apr 2020
10,10,2020-03-27,India,West Bengal,10,0,1,Hist Update: 10th Apr 2020
11,11,2020-03-28,India,West Bengal,15,0,1,Hist Update: 10th Apr 2020
12,12,2020-03-29,India,West Bengal,18,0,1,Hist Update: 10th Apr 2020
13,13,2020-03-30,India,West Bengal,22,0,1,Hist Update: 10th Apr 2020
14,14,2020-03-31,India,West Bengal,26,0,2,Hist Update: 10th Apr 2020
15,15,2020-04-01,India,West Bengal,37,6,3,Hist Update: 10th Apr 2020
