,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
2265,17.0,2020-05-23,India,Kerala,732,512.0,4.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2266,18.0,2020-05-23,India,Ladakh,44,43.0,0.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2267,19.0,2020-05-23,India,Madhya Pradesh,6170,3089.0,272.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2268,20.0,2020-05-23,India,Maharashtra,44582,12583.0,1517.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2269,21.0,2020-05-23,India,Manipur,26,2.0,0.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2270,22.0,2020-05-23,India,Meghalaya,14,12.0,1.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2271,23.0,2020-05-23,India,Mizoram,1,1.0,0.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2272,24.0,2020-05-23,India,Odisha,1189,436.0,7.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2273,25.0,2020-05-23,India,Puducherry,26,10.0,0.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2274,26.0,2020-05-23,India,Punjab,2029,1847.0,39.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2275,27.0,2020-05-23,India,Rajasthan,6494,3680.0,153.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2276,28.0,2020-05-23,India,Tamil Nadu,14753,7128.0,98.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2277,29.0,2020-05-23,India,Telengana,1761,1043.0,45.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2278,30.0,2020-05-23,India,Tripura,175,152.0,0.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2279,31.0,2020-05-23,India,Uttarakhand,153,56.0,1.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2280,32.0,2020-05-23,India,Uttar Pradesh,5735,3238.0,152.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2281,33.0,2020-05-23,India,West Bengal,3332,1221.0,265.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2282,,2020-05-23,India,Cases being reassigned to states,1899,,,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2283,,2020-05-23,India,Total,125101,51784.0,3720.0,"as on : 23 May 2020, 08:00 IST (GMT+5:30)"
2284,0.0,2020-05-24,India,India,73560,54440.0,3867.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2285,1.0,2020-05-24,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2286,2.0,2020-05-24,India,Andhra Pradesh,2757,1809.0,56.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2287,3.0,2020-05-24,India,Arunachal Pradesh,1,1.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2288,4.0,2020-05-24,India,Assam,329,55.0,4.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2289,5.0,2020-05-24,India,Bihar,2380,653.0,11.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2290,6.0,2020-05-24,India,Chandigarh,225,179.0,3.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2291,7.0,2020-05-24,India,Chhattisgarh,214,64.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2292,8.0,2020-05-24,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2293,9.0,2020-05-24,India,Delhi,12910,6267.0,231.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2294,10.0,2020-05-24,India,Goa,55,16.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2295,11.0,2020-05-24,India,Gujarat,13664,6169.0,829.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2296,12.0,2020-05-24,India,Haryana,1131,750.0,16.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2297,13.0,2020-05-24,India,Himachal Pradesh,185,61.0,3.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2298,14.0,2020-05-24,India,Jammu and Kashmir,1569,774.0,21.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2299,15.0,2020-05-24,India,Jharkhand,350,141.0,4.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2300,16.0,2020-05-24,India,Karnataka,1959,608.0,42.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2301,17.0,2020-05-24,India,Kerala,795,515.0,4.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2302,18.0,2020-05-24,India,Ladakh,49,43.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2303,19.0,2020-05-24,India,Madhya Pradesh,6371,3267.0,281.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2304,20.0,2020-05-24,India,Maharashtra,47190,13404.0,1577.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2305,21.0,2020-05-24,India,Manipur,29,4.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2306,22.0,2020-05-24,India,Meghalaya,14,12.0,1.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2307,23.0,2020-05-24,India,Mizoram,1,1.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2308,24.0,2020-05-24,India,Odisha,1269,497.0,7.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2309,25.0,2020-05-24,India,Puducherry,26,10.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2310,26.0,2020-05-24,India,Punjab,2045,1870.0,39.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2311,27.0,2020-05-24,India,Rajasthan,6742,3786.0,160.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2312,28.0,2020-05-24,India,Sikkim,1,0.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2313,29.0,2020-05-24,India,Tamil Nadu,15512,7491.0,103.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2314,30.0,2020-05-24,India,Telengana,1813,1065.0,49.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2315,31.0,2020-05-24,India,Tripura,189,153.0,0.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2316,32.0,2020-05-24,India,Uttarakhand,244,56.0,2.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2317,33.0,2020-05-24,India,Uttar Pradesh,6017,3406.0,155.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2318,34.0,2020-05-24,India,West Bengal,3459,1281.0,269.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2319,,2020-05-24,India,Cases being reassigned to states,2338,,,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2320,,2020-05-24,India,Total,131868,54441.0,3867.0,"as on : 24 May 2020, 08:00 IST (GMT+5:30)"
2321,0.0,2020-05-25,India,India,77103,57720.0,4021.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2322,1.0,2020-05-25,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2323,2.0,2020-05-25,India,Andhra Pradesh,2823,1856.0,56.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2324,3.0,2020-05-25,India,Arunachal Pradesh,1,1.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2325,4.0,2020-05-25,India,Assam,378,55.0,4.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2326,5.0,2020-05-25,India,Bihar,2587,702.0,13.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2327,6.0,2020-05-25,India,Chandigarh,238,186.0,3.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2328,7.0,2020-05-25,India,Chhattisgarh,252,67.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2329,8.0,2020-05-25,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2330,9.0,2020-05-25,India,Delhi,13418,6540.0,261.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2331,10.0,2020-05-25,India,Goa,66,19.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2332,11.0,2020-05-25,India,Gujarat,14056,6412.0,858.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2333,12.0,2020-05-25,India,Haryana,1184,765.0,16.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2334,13.0,2020-05-25,India,Himachal Pradesh,203,63.0,3.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2335,14.0,2020-05-25,India,Jammu and Kashmir,1621,809.0,21.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2336,15.0,2020-05-25,India,Jharkhand,370,148.0,4.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2337,16.0,2020-05-25,India,Karnataka,2089,654.0,42.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2338,17.0,2020-05-25,India,Kerala,847,521.0,4.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2339,18.0,2020-05-25,India,Ladakh,52,43.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2340,19.0,2020-05-25,India,Madhya Pradesh,6665,3408.0,290.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2341,20.0,2020-05-25,India,Maharashtra,50231,14600.0,1635.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2342,21.0,2020-05-25,India,Manipur,32,4.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2343,22.0,2020-05-25,India,Meghalaya,14,12.0,1.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2344,23.0,2020-05-25,India,Mizoram,1,1.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2345,24.0,2020-05-25,India,Odisha,1336,550.0,7.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2346,25.0,2020-05-25,India,Puducherry,41,12.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2347,26.0,2020-05-25,India,Punjab,2060,1898.0,40.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2348,27.0,2020-05-25,India,Rajasthan,7028,3848.0,163.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2349,28.0,2020-05-25,India,Sikkim,1,0.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2350,29.0,2020-05-25,India,Tamil Nadu,16277,8324.0,111.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2351,30.0,2020-05-25,India,Telengana,1854,1090.0,53.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2352,31.0,2020-05-25,India,Tripura,191,165.0,0.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2353,32.0,2020-05-25,India,Uttarakhand,317,58.0,3.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2354,33.0,2020-05-25,India,Uttar Pradesh,6268,3538.0,161.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2355,34.0,2020-05-25,India,West Bengal,3667,1339.0,272.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2356,,2020-05-25,India,Cases being reassigned to states,2642,,,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2357,,2020-05-25,India,Total,138845,57721.0,4021.0,"as on : 25 May 2020, 08:00 IST (GMT+5:30)"
2358,0.0,2020-05-26,India,India,80722,60490.0,4167.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2359,1.0,2020-05-26,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2360,2.0,2020-05-26,India,Andhra Pradesh,3110,1896.0,56.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2361,3.0,2020-05-26,India,Arunachal Pradesh,2,1.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2362,4.0,2020-05-26,India,Assam,526,62.0,4.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2363,5.0,2020-05-26,India,Bihar,2730,749.0,13.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2364,6.0,2020-05-26,India,Chandigarh,238,186.0,3.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2365,7.0,2020-05-26,India,Chhattisgarh,291,72.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2366,8.0,2020-05-26,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2367,9.0,2020-05-26,India,Delhi,14053,6771.0,276.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2368,10.0,2020-05-26,India,Goa,67,19.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2369,11.0,2020-05-26,India,Gujarat,14460,6636.0,888.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2370,12.0,2020-05-26,India,Haryana,1184,765.0,16.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2371,13.0,2020-05-26,India,Himachal Pradesh,223,67.0,5.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2372,14.0,2020-05-26,India,Jammu and Kashmir,1668,809.0,23.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2373,15.0,2020-05-26,India,Jharkhand,377,148.0,4.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2374,16.0,2020-05-26,India,Karnataka,2182,705.0,44.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2375,17.0,2020-05-26,India,Kerala,896,532.0,5.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2376,18.0,2020-05-26,India,Ladakh,52,43.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2377,19.0,2020-05-26,India,Madhya Pradesh,6859,3571.0,300.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2378,20.0,2020-05-26,India,Maharashtra,52667,15786.0,1695.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2379,21.0,2020-05-26,India,Manipur,39,4.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2380,22.0,2020-05-26,India,Meghalaya,14,12.0,1.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2381,23.0,2020-05-26,India,Mizoram,1,1.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2382,24.0,2020-05-26,India,Nagaland,3,0.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2383,25.0,2020-05-26,India,Odisha,1438,649.0,7.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2384,26.0,2020-05-26,India,Puducherry,41,12.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2385,27.0,2020-05-26,India,Punjab,2060,1898.0,40.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2386,28.0,2020-05-26,India,Rajasthan,7300,3951.0,167.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2387,29.0,2020-05-26,India,Sikkim,1,0.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2388,30.0,2020-05-26,India,Tamil Nadu,17082,8731.0,118.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2389,31.0,2020-05-26,India,Telengana,1920,1164.0,56.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2390,32.0,2020-05-26,India,Tripura,194,165.0,0.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2391,33.0,2020-05-26,India,Uttarakhand,349,58.0,3.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2392,34.0,2020-05-26,India,Uttar Pradesh,6532,3581.0,165.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2393,35.0,2020-05-26,India,West Bengal,3816,1414.0,278.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2394,,2020-05-26,India,Cases being reassigned to states,2970,,,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2395,,2020-05-26,India,Total,145380,60491.0,4167.0,"as on : 26 May 2020, 08:00 IST (GMT+5:30)"
2396,1.0,2020-05-27,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2397,2.0,2020-05-27,India,Andhra Pradesh,3171,2009.0,57.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2398,3.0,2020-05-27,India,Arunachal Pradesh,2,1.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2399,4.0,2020-05-27,India,Assam,616,62.0,4.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2400,5.0,2020-05-27,India,Bihar,2983,900.0,13.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2401,6.0,2020-05-27,India,Chandigarh,266,187.0,4.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2402,7.0,2020-05-27,India,Chhattisgarh,361,79.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2403,8.0,2020-05-27,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2404,9.0,2020-05-27,India,Delhi,14465,7223.0,288.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2405,10.0,2020-05-27,India,Goa,67,28.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2406,11.0,2020-05-27,India,Gujarat,14821,7139.0,915.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2407,12.0,2020-05-27,India,Haryana,1305,824.0,17.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2408,13.0,2020-05-27,India,Himachal Pradesh,247,67.0,5.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2409,14.0,2020-05-27,India,Jammu and Kashmir,1759,833.0,24.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2410,15.0,2020-05-27,India,Jharkhand,426,175.0,4.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2411,16.0,2020-05-27,India,Karnataka,2283,748.0,44.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2412,17.0,2020-05-27,India,Kerala,963,542.0,6.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2413,18.0,2020-05-27,India,Ladakh,53,43.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2414,19.0,2020-05-27,India,Madhya Pradesh,7024,3689.0,305.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2415,20.0,2020-05-27,India,Maharashtra,54758,16954.0,1792.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2416,21.0,2020-05-27,India,Manipur,39,4.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2417,22.0,2020-05-27,India,Meghalaya,15,12.0,1.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2418,23.0,2020-05-27,India,Mizoram,1,1.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2419,24.0,2020-05-27,India,Nagaland,4,0.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2420,25.0,2020-05-27,India,Odisha,1517,733.0,7.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2421,26.0,2020-05-27,India,Puducherry,46,12.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2422,27.0,2020-05-27,India,Punjab,2106,1918.0,40.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2423,28.0,2020-05-27,India,Rajasthan,7536,4171.0,170.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2424,29.0,2020-05-27,India,Sikkim,1,0.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2425,30.0,2020-05-27,India,Tamil Nadu,17728,9342.0,127.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2426,31.0,2020-05-27,India,Telengana,1991,1284.0,57.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2427,32.0,2020-05-27,India,Tripura,207,165.0,0.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2428,33.0,2020-05-27,India,Uttarakhand,401,64.0,4.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2429,34.0,2020-05-27,India,Uttar Pradesh,6548,3698.0,170.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2430,35.0,2020-05-27,India,West Bengal,4009,1486.0,283.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2431,,2020-05-27,India,Cases being reassigned to states,4013,,,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2432,,2020-05-27,India,Total,151767,64426.0,4337.0,"as on : 27 May 2020, 08:00 IST (GMT+5:30)"
2433,0.0,2020-05-28,India,India,86110,67691.0,4531.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2434,1.0,2020-05-28,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2435,2.0,2020-05-28,India,Andhra Pradesh,3171,2057.0,58.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2436,3.0,2020-05-28,India,Arunachal Pradesh,2,1.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2437,4.0,2020-05-28,India,Assam,781,87.0,4.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2438,5.0,2020-05-28,India,Bihar,3061,1083.0,15.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2439,6.0,2020-05-28,India,Chandigarh,279,187.0,4.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2440,7.0,2020-05-28,India,Chhattisgarh,369,83.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2441,8.0,2020-05-28,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2442,9.0,2020-05-28,India,Delhi,15257,7264.0,303.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2443,10.0,2020-05-28,India,Goa,68,37.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2444,11.0,2020-05-28,India,Gujarat,15195,7549.0,938.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2445,12.0,2020-05-28,India,Haryana,1381,838.0,18.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2446,13.0,2020-05-28,India,Himachal Pradesh,273,70.0,5.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2447,14.0,2020-05-28,India,Jammu and Kashmir,1921,854.0,26.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2448,15.0,2020-05-28,India,Jharkhand,448,185.0,4.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2449,16.0,2020-05-28,India,Karnataka,2418,781.0,47.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2450,17.0,2020-05-28,India,Kerala,1004,552.0,7.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2451,18.0,2020-05-28,India,Ladakh,53,43.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2452,19.0,2020-05-28,India,Madhya Pradesh,7261,3927.0,313.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2453,20.0,2020-05-28,India,Maharashtra,56948,17918.0,1897.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2454,21.0,2020-05-28,India,Manipur,44,4.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2455,22.0,2020-05-28,India,Meghalaya,20,12.0,1.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2456,23.0,2020-05-28,India,Mizoram,1,1.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2457,24.0,2020-05-28,India,Nagaland,4,0.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2458,25.0,2020-05-28,India,Odisha,1593,733.0,7.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2459,26.0,2020-05-28,India,Puducherry,46,12.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2460,27.0,2020-05-28,India,Punjab,2139,1918.0,40.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2461,28.0,2020-05-28,India,Rajasthan,7703,4457.0,173.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2462,29.0,2020-05-28,India,Sikkim,1,0.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2463,30.0,2020-05-28,India,Tamil Nadu,18545,9909.0,133.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2464,31.0,2020-05-28,India,Telengana,2098,1284.0,63.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2465,32.0,2020-05-28,India,Tripura,230,165.0,0.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2466,33.0,2020-05-28,India,Uttarakhand,469,79.0,4.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2467,34.0,2020-05-28,India,Uttar Pradesh,6991,3991.0,182.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2468,35.0,2020-05-28,India,West Bengal,4192,1578.0,289.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2469,,2020-05-28,India,Cases being reassigned to states,4332,,,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2470,,2020-05-28,India,Total,158333,67692.0,4531.0,"as on : 28 May 2020, 08:00 IST (GMT+5:30)"
2471,0.0,2020-05-29,India,India,89987,71105.0,4706.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2472,1.0,2020-05-29,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2473,2.0,2020-05-29,India,Andhra Pradesh,3251,2125.0,59.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2474,3.0,2020-05-29,India,Arunachal Pradesh,3,1.0,0.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2475,4.0,2020-05-29,India,Assam,856,104.0,4.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2476,5.0,2020-05-29,India,Bihar,3296,1211.0,15.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2477,6.0,2020-05-29,India,Chandigarh,288,189.0,4.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2478,7.0,2020-05-29,India,Chhattisgarh,399,83.0,0.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2479,8.0,2020-05-29,India,Dadar Nagar Haveli,2,0.0,0.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2480,9.0,2020-05-29,India,Delhi,16281,7495.0,316.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2481,10.0,2020-05-29,India,Goa,69,38.0,0.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2482,11.0,2020-05-29,India,Gujarat,15562,8003.0,960.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
2483,12.0,2020-05-29,India,Haryana,1504,881.0,19.0,"as on : 29 May 2020, 08:00 IST (GMT+5:30)"
