,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
818,20.0,2020-04-10,India,Manipur,2,1.0,0.0,"as on : 10 April 2020, 17:00 GMT+5:30"
819,21.0,2020-04-10,India,Mizoram,1,0.0,0.0,"as on : 10 April 2020, 17:00 GMT+5:30"
820,22.0,2020-04-10,India,Odisha,44,2.0,1.0,"as on : 10 April 2020, 17:00 GMT+5:30"
821,23.0,2020-04-10,India,Puducherry,5,1.0,0.0,"as on : 10 April 2020, 17:00 GMT+5:30"
822,24.0,2020-04-10,India,Punjab,132,5.0,11.0,"as on : 10 April 2020, 17:00 GMT+5:30"
823,25.0,2020-04-10,India,Rajasthan,463,21.0,3.0,"as on : 10 April 2020, 17:00 GMT+5:30"
824,26.0,2020-04-10,India,Tamil Nadu,834,21.0,8.0,"as on : 10 April 2020, 17:00 GMT+5:30"
825,27.0,2020-04-10,India,Telengana,473,35.0,7.0,"as on : 10 April 2020, 17:00 GMT+5:30"
826,28.0,2020-04-10,India,Tripura,1,0.0,0.0,"as on : 10 April 2020, 17:00 GMT+5:30"
827,29.0,2020-04-10,India,Uttarakhand,35,5.0,0.0,"as on : 10 April 2020, 17:00 GMT+5:30"
828,30.0,2020-04-10,India,Uttar Pradesh,431,32.0,4.0,"as on : 10 April 2020, 17:00 GMT+5:30"
829,31.0,2020-04-10,India,West Bengal,116,16.0,5.0,"as on : 10 April 2020, 17:00 GMT+5:30"
830,0.0,2020-04-11,India,India,6634,652.0,242.0,"as on : 11 April 2020, 17:00 GMT+5:30"
831,1.0,2020-04-11,India,Andhra Pradesh,381,11.0,6.0,"as on : 11 April 2020, 17:00 GMT+5:30"
832,2.0,2020-04-11,India,Andaman and Nicobar Islands,11,0.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
833,3.0,2020-04-11,India,Arunachal Pradesh,1,0.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
834,4.0,2020-04-11,India,Assam,29,0.0,1.0,"as on : 11 April 2020, 17:00 GMT+5:30"
835,5.0,2020-04-11,India,Bihar,60,0.0,1.0,"as on : 11 April 2020, 17:00 GMT+5:30"
836,6.0,2020-04-11,India,Chandigarh,18,7.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
837,7.0,2020-04-11,India,Chhattisgarh,18,9.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
838,8.0,2020-04-11,India,Delhi,903,25.0,14.0,"as on : 11 April 2020, 17:00 GMT+5:30"
839,9.0,2020-04-11,India,Goa,7,1.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
840,10.0,2020-04-11,India,Gujarat,308,31.0,19.0,"as on : 11 April 2020, 17:00 GMT+5:30"
841,11.0,2020-04-11,India,Haryana,177,29.0,3.0,"as on : 11 April 2020, 17:00 GMT+5:30"
842,12.0,2020-04-11,India,Himachal Pradesh,28,6.0,1.0,"as on : 11 April 2020, 17:00 GMT+5:30"
843,13.0,2020-04-11,India,Jammu and Kashmir,207,6.0,4.0,"as on : 11 April 2020, 17:00 GMT+5:30"
844,14.0,2020-04-11,India,Jharkhand,17,0.0,1.0,"as on : 11 April 2020, 17:00 GMT+5:30"
845,15.0,2020-04-11,India,Karnataka,214,37.0,6.0,"as on : 11 April 2020, 17:00 GMT+5:30"
846,16.0,2020-04-11,India,Kerala,364,123.0,2.0,"as on : 11 April 2020, 17:00 GMT+5:30"
847,17.0,2020-04-11,India,Ladakh,15,10.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
848,18.0,2020-04-11,India,Madhya Pradesh,443,0.0,33.0,"as on : 11 April 2020, 17:00 GMT+5:30"
849,19.0,2020-04-11,India,Maharashtra,1574,188.0,110.0,"as on : 11 April 2020, 17:00 GMT+5:30"
850,20.0,2020-04-11,India,Manipur,2,1.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
851,21.0,2020-04-11,India,Mizoram,1,0.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
852,22.0,2020-04-11,India,Odisha,48,2.0,1.0,"as on : 11 April 2020, 17:00 GMT+5:30"
853,23.0,2020-04-11,India,Puducherry,7,1.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
854,24.0,2020-04-11,India,Punjab,132,5.0,11.0,"as on : 11 April 2020, 17:00 GMT+5:30"
855,25.0,2020-04-11,India,Rajasthan,553,21.0,3.0,"as on : 11 April 2020, 17:00 GMT+5:30"
856,26.0,2020-04-11,India,Tamil Nadu,911,44.0,8.0,"as on : 11 April 2020, 17:00 GMT+5:30"
857,27.0,2020-04-11,India,Telengana,504,43.0,9.0,"as on : 11 April 2020, 17:00 GMT+5:30"
858,28.0,2020-04-11,India,Tripura,2,0.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
859,29.0,2020-04-11,India,Uttarakhand,35,5.0,0.0,"as on : 11 April 2020, 17:00 GMT+5:30"
860,30.0,2020-04-11,India,Uttar Pradesh,433,32.0,4.0,"as on : 11 April 2020, 17:00 GMT+5:30"
861,31.0,2020-04-11,India,West Bengal,126,16.0,5.0,"as on : 11 April 2020, 17:00 GMT+5:30"
862,0.0,2020-04-12,India,India,7409,764.0,273.0,"as on : 12 April 2020, 17:00 GMT+5:30"
863,1.0,2020-04-12,India,Andhra Pradesh,381,11.0,6.0,"as on : 12 April 2020, 17:00 GMT+5:30"
864,2.0,2020-04-12,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
865,3.0,2020-04-12,India,Arunachal Pradesh,1,0.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
866,4.0,2020-04-12,India,Assam,29,0.0,1.0,"as on : 12 April 2020, 17:00 GMT+5:30"
867,5.0,2020-04-12,India,Bihar,64,19.0,1.0,"as on : 12 April 2020, 17:00 GMT+5:30"
868,6.0,2020-04-12,India,Chandigarh,19,7.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
869,7.0,2020-04-12,India,Chhattisgarh,25,10.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
870,8.0,2020-04-12,India,Delhi,1069,25.0,19.0,"as on : 12 April 2020, 17:00 GMT+5:30"
871,9.0,2020-04-12,India,Goa,7,5.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
872,10.0,2020-04-12,India,Gujarat,432,44.0,22.0,"as on : 12 April 2020, 17:00 GMT+5:30"
873,11.0,2020-04-12,India,Haryana,185,29.0,3.0,"as on : 12 April 2020, 17:00 GMT+5:30"
874,12.0,2020-04-12,India,Himachal Pradesh,32,6.0,1.0,"as on : 12 April 2020, 17:00 GMT+5:30"
875,13.0,2020-04-12,India,Jammu and Kashmir,224,6.0,4.0,"as on : 12 April 2020, 17:00 GMT+5:30"
876,14.0,2020-04-12,India,Jharkhand,17,0.0,1.0,"as on : 12 April 2020, 17:00 GMT+5:30"
877,15.0,2020-04-12,India,Karnataka,226,37.0,6.0,"as on : 12 April 2020, 17:00 GMT+5:30"
878,16.0,2020-04-12,India,Kerala,374,142.0,2.0,"as on : 12 April 2020, 17:00 GMT+5:30"
879,17.0,2020-04-12,India,Ladakh,15,10.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
880,18.0,2020-04-12,India,Madhya Pradesh,564,0.0,36.0,"as on : 12 April 2020, 17:00 GMT+5:30"
881,19.0,2020-04-12,India,Maharashtra,1761,208.0,127.0,"as on : 12 April 2020, 17:00 GMT+5:30"
882,20.0,2020-04-12,India,Manipur,2,1.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
883,21.0,2020-04-12,India,Mizoram,1,0.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
884,22.0,2020-04-12,India,Odisha,54,12.0,1.0,"as on : 12 April 2020, 17:00 GMT+5:30"
885,23.0,2020-04-12,India,Puducherry,7,1.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
886,24.0,2020-04-12,India,Punjab,151,5.0,11.0,"as on : 12 April 2020, 17:00 GMT+5:30"
887,25.0,2020-04-12,India,Rajasthan,700,21.0,3.0,"as on : 12 April 2020, 17:00 GMT+5:30"
888,26.0,2020-04-12,India,Tamil Nadu,969,44.0,10.0,"as on : 12 April 2020, 17:00 GMT+5:30"
889,27.0,2020-04-12,India,Telengana,504,43.0,9.0,"as on : 12 April 2020, 17:00 GMT+5:30"
890,28.0,2020-04-12,India,Tripura,2,0.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
891,29.0,2020-04-12,India,Uttarakhand,35,5.0,0.0,"as on : 12 April 2020, 17:00 GMT+5:30"
892,30.0,2020-04-12,India,Uttar Pradesh,452,45.0,5.0,"as on : 12 April 2020, 17:00 GMT+5:30"
893,31.0,2020-04-12,India,West Bengal,134,19.0,5.0,"as on : 12 April 2020, 17:00 GMT+5:30"
894,0.0,2020-04-13,India,India,8048,979.0,324.0,"as on : 13 April 2020, 17:00 GMT+5:30"
895,1.0,2020-04-13,India,Andhra Pradesh,432,11.0,7.0,"as on : 13 April 2020, 17:00 GMT+5:30"
896,2.0,2020-04-13,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
897,3.0,2020-04-13,India,Arunachal Pradesh,1,0.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
898,4.0,2020-04-13,India,Assam,31,0.0,1.0,"as on : 13 April 2020, 17:00 GMT+5:30"
899,5.0,2020-04-13,India,Bihar,64,26.0,1.0,"as on : 13 April 2020, 17:00 GMT+5:30"
900,6.0,2020-04-13,India,Chandigarh,21,7.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
901,7.0,2020-04-13,India,Chhattisgarh,31,10.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
902,8.0,2020-04-13,India,Delhi,1154,27.0,24.0,"as on : 13 April 2020, 17:00 GMT+5:30"
903,9.0,2020-04-13,India,Goa,7,5.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
904,10.0,2020-04-13,India,Gujarat,539,47.0,26.0,"as on : 13 April 2020, 17:00 GMT+5:30"
905,11.0,2020-04-13,India,Haryana,185,29.0,3.0,"as on : 13 April 2020, 17:00 GMT+5:30"
906,12.0,2020-04-13,India,Himachal Pradesh,32,13.0,1.0,"as on : 13 April 2020, 17:00 GMT+5:30"
907,13.0,2020-04-13,India,Jammu and Kashmir,245,6.0,4.0,"as on : 13 April 2020, 17:00 GMT+5:30"
908,14.0,2020-04-13,India,Jharkhand,19,0.0,2.0,"as on : 13 April 2020, 17:00 GMT+5:30"
909,15.0,2020-04-13,India,Karnataka,247,59.0,6.0,"as on : 13 April 2020, 17:00 GMT+5:30"
910,16.0,2020-04-13,India,Kerala,376,179.0,3.0,"as on : 13 April 2020, 17:00 GMT+5:30"
911,17.0,2020-04-13,India,Ladakh,15,10.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
912,18.0,2020-04-13,India,Madhya Pradesh,604,44.0,43.0,"as on : 13 April 2020, 17:00 GMT+5:30"
913,19.0,2020-04-13,India,Maharashtra,1985,217.0,149.0,"as on : 13 April 2020, 17:00 GMT+5:30"
914,20.0,2020-04-13,India,Manipur,2,1.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
915,21.0,2020-04-13,India,Mizoram,1,0.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
916,22.0,2020-04-13,India,Nagaland,1,0.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
917,23.0,2020-04-13,India,Odisha,54,12.0,1.0,"as on : 13 April 2020, 17:00 GMT+5:30"
918,24.0,2020-04-13,India,Puducherry,7,1.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
919,25.0,2020-04-13,India,Punjab,167,14.0,11.0,"as on : 13 April 2020, 17:00 GMT+5:30"
920,26.0,2020-04-13,India,Rajasthan,812,21.0,3.0,"as on : 13 April 2020, 17:00 GMT+5:30"
921,27.0,2020-04-13,India,Tamil Nadu,1075,50.0,11.0,"as on : 13 April 2020, 17:00 GMT+5:30"
922,28.0,2020-04-13,India,Telengana,562,100.0,16.0,"as on : 13 April 2020, 17:00 GMT+5:30"
923,29.0,2020-04-13,India,Tripura,2,0.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
924,30.0,2020-04-13,India,Uttarakhand,35,5.0,0.0,"as on : 13 April 2020, 17:00 GMT+5:30"
925,31.0,2020-04-13,India,Uttar Pradesh,483,47.0,5.0,"as on : 13 April 2020, 17:00 GMT+5:30"
926,32.0,2020-04-13,India,West Bengal,152,29.0,7.0,"as on : 13 April 2020, 17:00 GMT+5:30"
927,0.0,2020-04-14,India,India,9272,1189.0,353.0,"as on : 14 April 2020, 17:00 GMT+5:30"
928,1.0,2020-04-14,India,Andhra Pradesh,473,14.0,9.0,"as on : 14 April 2020, 17:00 GMT+5:30"
929,2.0,2020-04-14,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
930,3.0,2020-04-14,India,Arunachal Pradesh,1,0.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
931,4.0,2020-04-14,India,Assam,31,0.0,1.0,"as on : 14 April 2020, 17:00 GMT+5:30"
932,5.0,2020-04-14,India,Bihar,66,26.0,1.0,"as on : 14 April 2020, 17:00 GMT+5:30"
933,6.0,2020-04-14,India,Chandigarh,21,7.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
934,7.0,2020-04-14,India,Chhattisgarh,31,10.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
935,8.0,2020-04-14,India,Delhi,1510,30.0,28.0,"as on : 14 April 2020, 17:00 GMT+5:30"
936,9.0,2020-04-14,India,Goa,7,5.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
937,10.0,2020-04-14,India,Gujarat,617,55.0,26.0,"as on : 14 April 2020, 17:00 GMT+5:30"
938,11.0,2020-04-14,India,Haryana,199,34.0,3.0,"as on : 14 April 2020, 17:00 GMT+5:30"
939,12.0,2020-04-14,India,Himachal Pradesh,32,13.0,1.0,"as on : 14 April 2020, 17:00 GMT+5:30"
940,13.0,2020-04-14,India,Jammu and Kashmir,270,16.0,4.0,"as on : 14 April 2020, 17:00 GMT+5:30"
941,14.0,2020-04-14,India,Jharkhand,24,0.0,2.0,"as on : 14 April 2020, 17:00 GMT+5:30"
942,15.0,2020-04-14,India,Karnataka,258,65.0,9.0,"as on : 14 April 2020, 17:00 GMT+5:30"
943,16.0,2020-04-14,India,Kerala,379,198.0,3.0,"as on : 14 April 2020, 17:00 GMT+5:30"
944,17.0,2020-04-14,India,Ladakh,15,10.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
945,18.0,2020-04-14,India,Madhya Pradesh,730,51.0,50.0,"as on : 14 April 2020, 17:00 GMT+5:30"
946,19.0,2020-04-14,India,Maharashtra,2337,229.0,160.0,"as on : 14 April 2020, 17:00 GMT+5:30"
947,20.0,2020-04-14,India,Manipur,2,1.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
948,21.0,2020-04-14,India,Meghalaya,1,0.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
949,22.0,2020-04-14,India,Mizoram,1,0.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
950,23.0,2020-04-14,India,Nagaland,1,0.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
951,24.0,2020-04-14,India,Odisha,55,18.0,1.0,"as on : 14 April 2020, 17:00 GMT+5:30"
952,25.0,2020-04-14,India,Puducherry,7,1.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
953,26.0,2020-04-14,India,Punjab,176,14.0,12.0,"as on : 14 April 2020, 17:00 GMT+5:30"
954,27.0,2020-04-14,India,Rajasthan,879,133.0,3.0,"as on : 14 April 2020, 17:00 GMT+5:30"
955,28.0,2020-04-14,India,Tamil Nadu,1173,58.0,11.0,"as on : 14 April 2020, 17:00 GMT+5:30"
956,29.0,2020-04-14,India,Telengana,624,100.0,17.0,"as on : 14 April 2020, 17:00 GMT+5:30"
957,30.0,2020-04-14,India,Tripura,2,0.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
958,31.0,2020-04-14,India,Uttarakhand,35,7.0,0.0,"as on : 14 April 2020, 17:00 GMT+5:30"
959,32.0,2020-04-14,India,Uttar Pradesh,657,49.0,5.0,"as on : 14 April 2020, 17:00 GMT+5:30"
960,32.0,2020-04-14,India,West Bengal,190,36.0,7.0,"as on : 14 April 2020, 17:00 GMT+5:30"
961,0.0,2020-04-15,India,India,10197,1343.0,392.0,"as on : 15 April 2020, 17:00 GMT+5:30"
962,1.0,2020-04-15,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
963,2.0,2020-04-15,India,Andhra Pradesh,503,16.0,9.0,"as on : 15 April 2020, 17:00 GMT+5:30"
964,3.0,2020-04-15,India,Arunachal Pradesh,1,0.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
965,4.0,2020-04-15,India,Assam,33,0.0,1.0,"as on : 15 April 2020, 17:00 GMT+5:30"
966,5.0,2020-04-15,India,Bihar,70,29.0,1.0,"as on : 15 April 2020, 17:00 GMT+5:30"
967,6.0,2020-04-15,India,Chandigarh,21,7.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
968,7.0,2020-04-15,India,Chhattisgarh,33,13.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
969,8.0,2020-04-15,India,Delhi,1561,30.0,30.0,"as on : 15 April 2020, 17:00 GMT+5:30"
970,9.0,2020-04-15,India,Goa,7,5.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
971,10.0,2020-04-15,India,Gujarat,695,59.0,30.0,"as on : 15 April 2020, 17:00 GMT+5:30"
972,11.0,2020-04-15,India,Haryana,199,34.0,3.0,"as on : 15 April 2020, 17:00 GMT+5:30"
973,12.0,2020-04-15,India,Himachal Pradesh,33,13.0,1.0,"as on : 15 April 2020, 17:00 GMT+5:30"
974,13.0,2020-04-15,India,Jammu and Kashmir,278,30.0,4.0,"as on : 15 April 2020, 17:00 GMT+5:30"
975,14.0,2020-04-15,India,Jharkhand,27,0.0,2.0,"as on : 15 April 2020, 17:00 GMT+5:30"
976,15.0,2020-04-15,India,Karnataka,277,75.0,11.0,"as on : 15 April 2020, 17:00 GMT+5:30"
977,16.0,2020-04-15,India,Kerala,387,211.0,3.0,"as on : 15 April 2020, 17:00 GMT+5:30"
978,17.0,2020-04-15,India,Ladakh,17,10.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
979,18.0,2020-04-15,India,Madhya Pradesh,987,64.0,53.0,"as on : 15 April 2020, 17:00 GMT+5:30"
980,19.0,2020-04-15,India,Maharashtra,2687,259.0,178.0,"as on : 15 April 2020, 17:00 GMT+5:30"
981,20.0,2020-04-15,India,Manipur,2,1.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
982,21.0,2020-04-15,India,Meghalaya,7,0.0,1.0,"as on : 15 April 2020, 17:00 GMT+5:30"
983,22.0,2020-04-15,India,Mizoram,1,0.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
984,23.0,2020-04-15,India,Nagaland,0,0.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
985,24.0,2020-04-15,India,Odisha,60,18.0,1.0,"as on : 15 April 2020, 17:00 GMT+5:30"
986,25.0,2020-04-15,India,Puducherry,7,1.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
987,26.0,2020-04-15,India,Punjab,186,14.0,13.0,"as on : 15 April 2020, 17:00 GMT+5:30"
988,27.0,2020-04-15,India,Rajasthan,1005,147.0,3.0,"as on : 15 April 2020, 17:00 GMT+5:30"
989,28.0,2020-04-15,India,Tamil Nadu,1204,81.0,12.0,"as on : 15 April 2020, 17:00 GMT+5:30"
990,29.0,2020-04-15,India,Telengana,647,120.0,18.0,"as on : 15 April 2020, 17:00 GMT+5:30"
991,30.0,2020-04-15,India,Tripura,2,0.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
992,31.0,2020-04-15,India,Uttarakhand,37,9.0,0.0,"as on : 15 April 2020, 17:00 GMT+5:30"
993,32.0,2020-04-15,India,Uttar Pradesh,735,51.0,11.0,"as on : 15 April 2020, 17:00 GMT+5:30"
994,32.0,2020-04-15,India,West Bengal,213,37.0,7.0,"as on : 15 April 2020, 17:00 GMT+5:30"
995,0.0,2020-04-16,India,India,10824,1514.0,420.0,"as on : 16 April 2020, 17:00 GMT+5:30"
996,1.0,2020-04-16,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
997,2.0,2020-04-16,India,Andhra Pradesh,534,20.0,14.0,"as on : 16 April 2020, 17:00 GMT+5:30"
998,3.0,2020-04-16,India,Arunachal Pradesh,1,0.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
999,4.0,2020-04-16,India,Assam,33,5.0,1.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1000,5.0,2020-04-16,India,Bihar,74,29.0,1.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1001,6.0,2020-04-16,India,Chandigarh,21,7.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1002,7.0,2020-04-16,India,Chhattisgarh,33,17.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1003,8.0,2020-04-16,India,Delhi,1578,42.0,32.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1004,9.0,2020-04-16,India,Goa,7,5.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1005,10.0,2020-04-16,India,Gujarat,871,64.0,36.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1006,11.0,2020-04-16,India,Haryana,205,43.0,3.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1007,12.0,2020-04-16,India,Himachal Pradesh,35,16.0,1.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1008,13.0,2020-04-16,India,Jammu and Kashmir,300,36.0,4.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1009,14.0,2020-04-16,India,Jharkhand,28,0.0,2.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1010,15.0,2020-04-16,India,Karnataka,315,82.0,13.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1011,16.0,2020-04-16,India,Kerala,388,218.0,3.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1012,17.0,2020-04-16,India,Ladakh,17,10.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1013,18.0,2020-04-16,India,Madhya Pradesh,1120,64.0,53.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1014,19.0,2020-04-16,India,Maharashtra,2919,295.0,187.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1015,20.0,2020-04-16,India,Manipur,2,1.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1016,21.0,2020-04-16,India,Meghalaya,7,0.0,1.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1017,22.0,2020-04-16,India,Mizoram,1,0.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1018,23.0,2020-04-16,India,Nagaland,0,0.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1019,24.0,2020-04-16,India,Odisha,60,18.0,1.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1020,25.0,2020-04-16,India,Puducherry,7,1.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1021,26.0,2020-04-16,India,Punjab,186,27.0,13.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1022,27.0,2020-04-16,India,Rajasthan,1023,147.0,3.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1023,28.0,2020-04-16,India,Tamil Nadu,1242,118.0,14.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1024,29.0,2020-04-16,India,Telengana,698,120.0,18.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1025,30.0,2020-04-16,India,Tripura,2,1.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1026,31.0,2020-04-16,India,Uttarakhand,37,9.0,0.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1027,32.0,2020-04-16,India,Uttar Pradesh,773,68.0,13.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1028,32.0,2020-04-16,India,West Bengal,231,42.0,7.0,"as on : 16 April 2020, 17:00 GMT+5:30"
1029,0.0,2020-04-17,India,India,11616,1766.0,452.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1030,1.0,2020-04-17,India,Andaman and Nicobar Islands,11,10.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1031,2.0,2020-04-17,India,Andhra Pradesh,572,36.0,14.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1032,3.0,2020-04-17,India,Arunachal Pradesh,1,0.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1033,4.0,2020-04-17,India,Assam,35,5.0,1.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1034,5.0,2020-04-17,India,Bihar,83,37.0,1.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1035,6.0,2020-04-17,India,Chandigarh,21,9.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1036,7.0,2020-04-17,India,Chhattisgarh,36,23.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1037,8.0,2020-04-17,India,Delhi,1640,51.0,38.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1038,9.0,2020-04-17,India,Goa,7,6.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1039,10.0,2020-04-17,India,Gujarat,1021,74.0,38.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1040,11.0,2020-04-17,India,Haryana,205,43.0,3.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1041,12.0,2020-04-17,India,Himachal Pradesh,35,16.0,1.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1042,13.0,2020-04-17,India,Jammu and Kashmir,314,38.0,4.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1043,14.0,2020-04-17,India,Jharkhand,29,0.0,2.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1044,15.0,2020-04-17,India,Karnataka,353,82.0,13.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1045,16.0,2020-04-17,India,Kerala,395,245.0,3.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1046,17.0,2020-04-17,India,Ladakh,18,14.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1047,18.0,2020-04-17,India,Madhya Pradesh,1308,65.0,57.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1048,19.0,2020-04-17,India,Maharashtra,3205,300.0,194.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1049,20.0,2020-04-17,India,Manipur,2,1.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1050,21.0,2020-04-17,India,Meghalaya,9,0.0,1.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1051,22.0,2020-04-17,India,Mizoram,1,0.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1052,23.0,2020-04-17,India,Nagaland,0,0.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1053,24.0,2020-04-17,India,Odisha,60,19.0,1.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1054,25.0,2020-04-17,India,Puducherry,7,1.0,0.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1055,26.0,2020-04-17,India,Punjab,186,27.0,13.0,"as on : 17 April 2020, 17:00 GMT+5:30"
1056,27.0,2020-04-17,India,Rajasthan,1131,164.0,11.0,"as on : 17 April 2020, 17:00 GMT+5:30"
