,Date,State,District,Confirmed,Recovered,Deaths,Tested
54014,2020-07-13,Madhya Pradesh,Indore,5352,4017,269,105322
54015,2020-07-13,Madhya Pradesh,Jabalpur,572,409,15,20079
54016,2020-07-13,Madhya Pradesh,Jhabua,47,18,2,0
54017,2020-07-13,Madhya Pradesh,Katni,36,17,3,1393
54018,2020-07-13,Madhya Pradesh,Khandwa,414,315,17,9444
54019,2020-07-13,Madhya Pradesh,Khargone,386,297,15,6269
54020,2020-07-13,Madhya Pradesh,Mandla,7,5,1,0
54021,2020-07-13,Madhya Pradesh,Mandsaur,196,127,9,2967
54022,2020-07-13,Madhya Pradesh,Morena,976,574,5,11705
54023,2020-07-13,Madhya Pradesh,Narsinghpur,39,30,0,3293
54024,2020-07-13,Madhya Pradesh,Neemuch,497,444,8,7351
54025,2020-07-13,Madhya Pradesh,Niwari,13,10,0,562
54026,2020-07-13,Madhya Pradesh,Panna,58,51,0,0
54027,2020-07-13,Madhya Pradesh,Raisen,117,107,5,2177
54028,2020-07-13,Madhya Pradesh,Rajgarh,125,89,7,2850
54029,2020-07-13,Madhya Pradesh,Ratlam,229,175,6,6668
54030,2020-07-13,Madhya Pradesh,Rewa,85,59,1,0
54031,2020-07-13,Madhya Pradesh,Sagar,451,377,22,14053
54032,2020-07-13,Madhya Pradesh,Satna,50,37,2,2912
54033,2020-07-13,Madhya Pradesh,Sehore,54,12,2,1731
54034,2020-07-13,Madhya Pradesh,Seoni,21,13,0,1237
54035,2020-07-13,Madhya Pradesh,Shahdol,30,22,0,1611
54036,2020-07-13,Madhya Pradesh,Shajapur,123,59,4,7204
54037,2020-07-13,Madhya Pradesh,Sheopur,107,79,2,3162
54038,2020-07-13,Madhya Pradesh,Shivpuri,158,37,1,5970
54039,2020-07-13,Madhya Pradesh,Sidhi,41,19,1,0
54040,2020-07-13,Madhya Pradesh,Singrauli,31,16,0,0
54041,2020-07-13,Madhya Pradesh,Tikamgarh,127,47,5,2602
54042,2020-07-13,Madhya Pradesh,Ujjain,896,791,71,30737
54043,2020-07-13,Madhya Pradesh,Umaria,25,10,1,1980
54044,2020-07-13,Madhya Pradesh,Vidisha,101,54,0,3037
54045,2020-07-13,Mizoram,Total,233,151,0,16914
54046,2020-07-13,Mizoram,Aizawl,87,38,0,0
54047,2020-07-13,Mizoram,Champhai,10,9,0,0
54048,2020-07-13,Mizoram,Khawzawl,3,3,0,0
54049,2020-07-13,Mizoram,Kolasib,12,11,0,0
54050,2020-07-13,Mizoram,Lawngtlai,12,8,0,0
54051,2020-07-13,Mizoram,Lunglei,58,47,0,0
54052,2020-07-13,Mizoram,Mamit,20,20,0,0
54053,2020-07-13,Mizoram,Saiha,23,9,0,0
54054,2020-07-13,Mizoram,Saitual,3,3,0,0
54055,2020-07-13,Mizoram,Serchhip,5,3,0,0
54056,2020-07-13,Nagaland,Total,845,340,0,26151
54057,2020-07-13,Nagaland,Dimapur,219,29,0,896
54058,2020-07-13,Nagaland,Kiphire,4,0,0,18
54059,2020-07-13,Nagaland,Kohima,86,15,0,485
54060,2020-07-13,Nagaland,Longleng,2,0,0,0
54061,2020-07-13,Nagaland,Mokokchung,4,0,0,63
54062,2020-07-13,Nagaland,Mon,108,0,0,45
54063,2020-07-13,Nagaland,Others,46,0,0,0
54064,2020-07-13,Nagaland,Peren,292,21,0,11
54065,2020-07-13,Nagaland,Phek,18,9,0,28
54066,2020-07-13,Nagaland,Tuensang,49,0,0,1
54067,2020-07-13,Nagaland,Unknown,0,266,0,0
54068,2020-07-13,Nagaland,Wokha,11,0,0,7
54069,2020-07-13,Nagaland,Zunheboto,6,0,0,0
54070,2020-07-13,Odisha,Total,13737,9255,91,341537
54071,2020-07-13,Odisha,Angul,140,110,1,2830
54072,2020-07-13,Odisha,Balangir,263,212,0,2237
54073,2020-07-13,Odisha,Balasore,546,395,2,9843
54074,2020-07-13,Odisha,Bargarh,202,148,1,0
54075,2020-07-13,Odisha,Bhadrak,295,267,3,5539
54076,2020-07-13,Odisha,Boudh,53,45,0,496
54077,2020-07-13,Odisha,Cuttack,1021,786,10,5720
54078,2020-07-13,Odisha,Deogarh,66,62,0,682
54079,2020-07-13,Odisha,Dhenkanal,102,85,0,1545
54080,2020-07-13,Odisha,Gajapati,614,449,1,715
54081,2020-07-13,Odisha,Ganjam,4147,2433,45,6632
54082,2020-07-13,Odisha,Jagatsinghpur,412,309,0,2138
54083,2020-07-13,Odisha,Jajpur,913,561,1,10621
54084,2020-07-13,Odisha,Jharsuguda,176,129,0,1663
54085,2020-07-13,Odisha,Kalahandi,83,76,0,1458
54086,2020-07-13,Odisha,Kandhamal,199,189,0,1516
54087,2020-07-13,Odisha,Kendrapara,299,273,2,2637
54088,2020-07-13,Odisha,Kendujhar,318,183,1,0
54089,2020-07-13,Odisha,Khordha,1336,935,15,0
54090,2020-07-13,Odisha,Koraput,189,55,0,1401
54091,2020-07-13,Odisha,Malkangiri,184,101,0,1841
54092,2020-07-13,Odisha,Mayurbhanj,354,252,2,3307
54093,2020-07-13,Odisha,Nabarangapur,129,86,1,0
54094,2020-07-13,Odisha,Nayagarh,270,185,0,1104
54095,2020-07-13,Odisha,Nuapada,91,82,0,310
54096,2020-07-13,Odisha,Puri,364,276,3,2577
54097,2020-07-13,Odisha,Rayagada,141,124,1,578
54098,2020-07-13,Odisha,Sambalpur,113,92,0,2007
54099,2020-07-13,Odisha,Subarnapur,44,37,0,0
54100,2020-07-13,Odisha,Sundargarh,673,318,2,0
54101,2020-07-13,Punjab,Total,8178,5586,204,400944
54102,2020-07-13,Punjab,Amritsar,1087,889,55,32936
54103,2020-07-13,Punjab,Barnala,76,55,2,9043
54104,2020-07-13,Punjab,Bathinda,150,95,4,16066
54105,2020-07-13,Punjab,Faridkot,157,115,0,11592
54106,2020-07-13,Punjab,Fatehgarh Sahib,166,122,2,12757
54107,2020-07-13,Punjab,Fazilka,108,97,0,11136
54108,2020-07-13,Punjab,Ferozepur,165,89,3,12103
54109,2020-07-13,Punjab,Gurdaspur,289,233,8,20624
54110,2020-07-13,Punjab,Hoshiarpur,201,177,7,17893
54111,2020-07-13,Punjab,Jalandhar,1276,764,28,30075
54112,2020-07-13,Punjab,Kapurthala,131,90,6,13984
54113,2020-07-13,Punjab,Ludhiana,1441,888,31,48246
54114,2020-07-13,Punjab,Mansa,63,50,0,12473
54115,2020-07-13,Punjab,Moga,151,101,4,20092
54116,2020-07-13,Punjab,Pathankot,255,213,8,9835
54117,2020-07-13,Punjab,Patiala,672,223,12,29778
54118,2020-07-13,Punjab,Rupnagar,132,106,1,16350
54119,2020-07-13,Punjab,S.A.S. Nagar,417,282,7,15443
54120,2020-07-13,Punjab,Sangrur,647,510,19,19367
54121,2020-07-13,Punjab,Shahid Bhagat Singh Nagar,224,145,1,12902
54122,2020-07-13,Punjab,Sri Muktsar Sahib,153,139,1,10834
54123,2020-07-13,Punjab,Tarn Taran,217,203,5,12899
54124,2020-07-13,Puducherry,Total,1468,785,18,26592
54125,2020-07-13,Puducherry,Karaikal,97,42,2,3457
54126,2020-07-13,Puducherry,Mahe,21,20,0,1091
54127,2020-07-13,Puducherry,Puducherry,1325,723,16,20735
54128,2020-07-13,Puducherry,Yanam,25,0,0,1309
54129,2020-07-13,Rajasthan,Total,24936,18630,518,1068283
54130,2020-07-13,Rajasthan,Ajmer,780,537,24,31213
54131,2020-07-13,Rajasthan,Alwar,1250,449,7,24812
54132,2020-07-13,Rajasthan,BSF Camp,54,52,0,0
54133,2020-07-13,Rajasthan,Banswara,104,98,2,6312
54134,2020-07-13,Rajasthan,Baran,76,64,4,7537
54135,2020-07-13,Rajasthan,Barmer,713,441,5,21497
54136,2020-07-13,Rajasthan,Bharatpur,1984,1708,42,29969
54137,2020-07-13,Rajasthan,Bhilwara,291,267,6,38759
54138,2020-07-13,Rajasthan,Bikaner,955,356,21,38696
54139,2020-07-13,Rajasthan,Bundi,22,14,0,6043
54140,2020-07-13,Rajasthan,Chittorgarh,215,205,6,12583
54141,2020-07-13,Rajasthan,Churu,391,331,2,13039
54142,2020-07-13,Rajasthan,Dausa,220,184,4,13072
54143,2020-07-13,Rajasthan,Dholpur,846,728,13,19621
54144,2020-07-13,Rajasthan,Dungarpur,494,454,1,28168
54145,2020-07-13,Rajasthan,Evacuees,61,61,0,0
54146,2020-07-13,Rajasthan,Ganganagar,80,48,3,8549
54147,2020-07-13,Rajasthan,Hanumangarh,137,70,1,11172
54148,2020-07-13,Rajasthan,Italians,2,2,0,0
54149,2020-07-13,Rajasthan,Jaipur,3963,3164,175,135395
54150,2020-07-13,Rajasthan,Jaisalmer,118,111,0,20112
54151,2020-07-13,Rajasthan,Jalore,679,294,3,40554
54152,2020-07-13,Rajasthan,Jhalawar,382,378,0,32272
54153,2020-07-13,Rajasthan,Jhunjhunu,455,422,3,17971
54154,2020-07-13,Rajasthan,Jodhpur,3924,2830,65,190215
54155,2020-07-13,Rajasthan,Karauli,149,105,4,7700
54156,2020-07-13,Rajasthan,Kota,813,710,27,71587
54157,2020-07-13,Rajasthan,Nagaur,942,677,18,30698
54158,2020-07-13,Rajasthan,Other State,164,41,32,0
54159,2020-07-13,Rajasthan,Pali,1506,1232,15,46495
54160,2020-07-13,Rajasthan,Pratapgarh,149,15,1,9096
54161,2020-07-13,Rajasthan,Rajsamand,387,296,1,13418
54162,2020-07-13,Rajasthan,Sawai Madhopur,132,98,9,8840
54163,2020-07-13,Rajasthan,Sikar,706,627,7,43850
54164,2020-07-13,Rajasthan,Sirohi,677,574,8,27524
54165,2020-07-13,Rajasthan,Tonk,214,203,2,14063
54166,2020-07-13,Rajasthan,Udaipur,901,784,7,42984
54167,2020-07-13,Sikkim,Total,153,87,0,12636
54168,2020-07-13,Sikkim,East Sikkim,92,49,0,0
54169,2020-07-13,Sikkim,North Sikkim,1,1,0,0
54170,2020-07-13,Sikkim,South Sikkim,39,26,0,0
54171,2020-07-13,Sikkim,West Sikkim,21,11,0,0
54172,2020-07-13,Telangana,Total,36221,23679,365,181849
54173,2020-07-13,Telangana,Unknown,36221,23679,365,181849
54174,2020-07-13,Tamil Nadu,Total,142798,92567,2032,1654008
54175,2020-07-13,Tamil Nadu,Airport Quarantine,1003,446,1,0
54176,2020-07-13,Tamil Nadu,Ariyalur,513,459,1,5442
54177,2020-07-13,Tamil Nadu,Chengalpattu,8283,4528,165,20050
54178,2020-07-13,Tamil Nadu,Chennai,78573,60694,1274,365041
54179,2020-07-13,Tamil Nadu,Coimbatore,1291,321,9,33522
54180,2020-07-13,Tamil Nadu,Cuddalore,1551,1118,6,14192
54181,2020-07-13,Tamil Nadu,Dharmapuri,258,97,1,12251
54182,2020-07-13,Tamil Nadu,Dindigul,789,568,8,9963
54183,2020-07-13,Tamil Nadu,Erode,422,176,7,19203
54184,2020-07-13,Tamil Nadu,Kallakurichi,1847,1018,6,11460
54185,2020-07-13,Tamil Nadu,Kancheepuram,3979,1354,52,12983
54186,2020-07-13,Tamil Nadu,Kanyakumari,1491,492,6,28453
54187,2020-07-13,Tamil Nadu,Karur,202,141,5,9796
54188,2020-07-13,Tamil Nadu,Krishnagiri,263,163,5,8290
54189,2020-07-13,Tamil Nadu,Madurai,6539,2616,120,23092
54190,2020-07-13,Tamil Nadu,Nagapattinam,374,181,1,10789
54191,2020-07-13,Tamil Nadu,Namakkal,189,96,1,9825
54192,2020-07-13,Tamil Nadu,Nilgiris,222,93,1,9334
54193,2020-07-13,Tamil Nadu,Other State,0,0,3,0
54194,2020-07-13,Tamil Nadu,Perambalur,177,164,1,4379
54195,2020-07-13,Tamil Nadu,Pudukkottai,673,387,8,9393
54196,2020-07-13,Tamil Nadu,Railway Quarantine,422,326,0,0
54197,2020-07-13,Tamil Nadu,Ramanathapuram,1892,785,38,9723
54198,2020-07-13,Tamil Nadu,Ranipet,1635,725,13,6879
54199,2020-07-13,Tamil Nadu,Salem,1967,970,9,31019
54200,2020-07-13,Tamil Nadu,Sivaganga,891,537,14,7156
54201,2020-07-13,Tamil Nadu,Tenkasi,721,325,2,11804
54202,2020-07-13,Tamil Nadu,Thanjavur,709,421,9,24097
54203,2020-07-13,Tamil Nadu,Theni,1863,671,19,23138
54204,2020-07-13,Tamil Nadu,Thiruvallur,6930,4154,129,13981
54205,2020-07-13,Tamil Nadu,Thiruvarur,767,469,1,11313
54206,2020-07-13,Tamil Nadu,Thoothukkudi,2385,1095,16,19085
54207,2020-07-13,Tamil Nadu,Tiruchirappalli,1598,879,21,26832
54208,2020-07-13,Tamil Nadu,Tirunelveli,1875,868,11,26438
54209,2020-07-13,Tamil Nadu,Tirupathur,431,234,1,12453
54210,2020-07-13,Tamil Nadu,Tiruppur,308,177,3,12536
54211,2020-07-13,Tamil Nadu,Tiruvannamalai,3162,1771,23,27284
54212,2020-07-13,Tamil Nadu,Vellore,2902,1072,6,21909
54213,2020-07-13,Tamil Nadu,Viluppuram,1602,993,19,18440
54214,2020-07-13,Tamil Nadu,Virudhunagar,2099,983,17,14024
54215,2020-07-13,Tripura,Total,2093,1475,2,86211
54216,2020-07-13,Tripura,Dhalai,271,241,0,7520
54217,2020-07-13,Tripura,Gomati,299,169,0,9853
54218,2020-07-13,Tripura,Khowai,206,79,1,4002
54219,2020-07-13,Tripura,North Tripura,79,35,0,15669
54220,2020-07-13,Tripura,Sipahijala,652,563,0,9223
54221,2020-07-13,Tripura,South Tripura,161,135,0,9209
54222,2020-07-13,Tripura,Unokoti,86,71,0,3239
54223,2020-07-13,Tripura,West Tripura,339,182,1,27496
54224,2020-07-13,Total,Total,907632,572112,23723,12092503
54225,2020-07-13,Unknown,Total,2358,0,0,0
54226,2020-07-13,Uttar Pradesh,Total,38130,24203,955,1192089
54227,2020-07-13,Uttar Pradesh,Agra,1395,1140,94,30510
54228,2020-07-13,Uttar Pradesh,Aligarh,780,394,25,21930
54229,2020-07-13,Uttar Pradesh,Ambedkar Nagar,142,115,4,11565
54230,2020-07-13,Uttar Pradesh,Amethi,317,294,1,10415
54231,2020-07-13,Uttar Pradesh,Amroha,237,118,5,8791
54232,2020-07-13,Uttar Pradesh,Auraiya,119,102,2,8876
54233,2020-07-13,Uttar Pradesh,Ayodhya,457,275,5,17339
54234,2020-07-13,Uttar Pradesh,Azamgarh,364,252,9,11500
54235,2020-07-13,Uttar Pradesh,Baghpat,452,311,7,22751
54236,2020-07-13,Uttar Pradesh,Bahraich,169,132,1,12700
54237,2020-07-13,Uttar Pradesh,Ballia,426,190,3,8913
54238,2020-07-13,Uttar Pradesh,Balrampur,118,85,3,13158
54239,2020-07-13,Uttar Pradesh,Banda,77,42,0,9015
54240,2020-07-13,Uttar Pradesh,Barabanki,626,407,3,15680
54241,2020-07-13,Uttar Pradesh,Bareilly,619,267,19,11960
54242,2020-07-13,Uttar Pradesh,Basti,432,345,16,16846
54243,2020-07-13,Uttar Pradesh,Bhadohi,221,140,1,9231
54244,2020-07-13,Uttar Pradesh,Bijnor,410,303,6,14571
54245,2020-07-13,Uttar Pradesh,Budaun,236,147,2,8753
54246,2020-07-13,Uttar Pradesh,Bulandshahr,918,630,24,12550
54247,2020-07-13,Uttar Pradesh,Chandauli,288,151,4,6198
54248,2020-07-13,Uttar Pradesh,Chitrakoot,105,98,2,8715
54249,2020-07-13,Uttar Pradesh,Deoria,445,224,4,9691
54250,2020-07-13,Uttar Pradesh,Etah,175,109,10,7996
54251,2020-07-13,Uttar Pradesh,Etawah,393,278,18,8600
54252,2020-07-13,Uttar Pradesh,Farrukhabad,258,170,8,8105
54253,2020-07-13,Uttar Pradesh,Fatehpur,221,149,4,8468
54254,2020-07-13,Uttar Pradesh,Firozabad,555,496,31,14731
54255,2020-07-13,Uttar Pradesh,Gautam Buddha Nagar,3495,2590,33,0
54256,2020-07-13,Uttar Pradesh,Ghaziabad,3276,1966,62,56960
54257,2020-07-13,Uttar Pradesh,Ghazipur,399,357,6,12930
54258,2020-07-13,Uttar Pradesh,Gonda,236,172,7,10749
54259,2020-07-13,Uttar Pradesh,Gorakhpur,715,379,17,13512
54260,2020-07-13,Uttar Pradesh,Hamirpur,117,83,2,8556
54261,2020-07-13,Uttar Pradesh,Hapur,919,644,18,8448
54262,2020-07-13,Uttar Pradesh,Hardoi,351,230,7,14957
54263,2020-07-13,Uttar Pradesh,Hathras,206,186,4,6940
54264,2020-07-13,Uttar Pradesh,Jalaun,212,178,8,7754
54265,2020-07-13,Uttar Pradesh,Jaunpur,725,516,9,12050
54266,2020-07-13,Uttar Pradesh,Jhansi,601,182,36,0
54267,2020-07-13,Uttar Pradesh,Kannauj,334,247,3,12652
54268,2020-07-13,Uttar Pradesh,Kanpur Dehat,84,61,1,9083
54269,2020-07-13,Uttar Pradesh,Kanpur Nagar,1815,1107,86,0
54270,2020-07-13,Uttar Pradesh,Kasganj,178,90,0,7505
54271,2020-07-13,Uttar Pradesh,Kaushambi,221,118,1,8055
54272,2020-07-13,Uttar Pradesh,Kushinagar,298,143,6,9320
54273,2020-07-13,Uttar Pradesh,Lakhimpur Kheri,157,115,0,12304
54274,2020-07-13,Uttar Pradesh,Lalitpur,44,5,3,0
54275,2020-07-13,Uttar Pradesh,Lucknow,2578,1085,33,65879
54276,2020-07-13,Uttar Pradesh,Maharajganj,282,160,3,9408
54277,2020-07-13,Uttar Pradesh,Mahoba,80,57,2,10216
54278,2020-07-13,Uttar Pradesh,Mainpuri,355,260,11,12252
54279,2020-07-13,Uttar Pradesh,Mathura,546,324,23,12830
54280,2020-07-13,Uttar Pradesh,Mau,276,95,4,10181
54281,2020-07-13,Uttar Pradesh,Meerut,1572,969,91,58739
54282,2020-07-13,Uttar Pradesh,Mirzapur,253,122,3,9449
54283,2020-07-13,Uttar Pradesh,Moradabad,768,454,31,19379
54284,2020-07-13,Uttar Pradesh,Muzaffarnagar,456,281,14,11092
54285,2020-07-13,Uttar Pradesh,Pilibhit,189,135,0,12122
54286,2020-07-13,Uttar Pradesh,Pratapgarh,136,110,9,9991
54287,2020-07-13,Uttar Pradesh,Prayagraj,636,352,22,30200
54288,2020-07-13,Uttar Pradesh,Rae Bareli,187,137,4,12074
54289,2020-07-13,Uttar Pradesh,Rampur,446,362,5,14010
54290,2020-07-13,Uttar Pradesh,Saharanpur,560,421,3,19751
54291,2020-07-13,Uttar Pradesh,Sambhal,541,355,9,14754
54292,2020-07-13,Uttar Pradesh,Sant Kabir Nagar,410,248,7,14724
54293,2020-07-13,Uttar Pradesh,Shahjahanpur,198,130,0,11173
54294,2020-07-13,Uttar Pradesh,Shamli,205,166,3,8778
54295,2020-07-13,Uttar Pradesh,Shrawasti,91,68,2,10039
54296,2020-07-13,Uttar Pradesh,Siddharthnagar,308,249,10,12523
54297,2020-07-13,Uttar Pradesh,Sitapur,98,61,1,11751
54298,2020-07-13,Uttar Pradesh,Sonbhadra,97,41,0,7853
54299,2020-07-13,Uttar Pradesh,Sultanpur,253,190,7,9446
54300,2020-07-13,Uttar Pradesh,Unnao,347,169,3,11323
54301,2020-07-13,Uttar Pradesh,Varanasi,924,469,35,14152
54302,2020-07-13,Uttarakhand,Total,3608,2856,49,96123
54303,2020-07-13,Uttarakhand,Almora,203,192,2,4013
54304,2020-07-13,Uttarakhand,Bageshwar,95,92,1,2287
54305,2020-07-13,Uttarakhand,Chamoli,78,76,0,3332
54306,2020-07-13,Uttarakhand,Champawat,71,53,1,3536
54307,2020-07-13,Uttarakhand,Dehradun,878,666,28,25872
54308,2020-07-13,Uttarakhand,Haridwar,376,305,0,12995
54309,2020-07-13,Uttarakhand,Nainital,583,435,6,10052
54310,2020-07-13,Uttarakhand,Pauri Garhwal,169,145,4,7645
54311,2020-07-13,Uttarakhand,Pithoragarh,70,65,0,3238
54312,2020-07-13,Uttarakhand,Rudraprayag,67,65,1,2469
54313,2020-07-13,Uttarakhand,Tehri Garhwal,432,419,2,4760
54314,2020-07-13,Uttarakhand,Udham Singh Nagar,494,271,3,12393
54315,2020-07-13,Uttarakhand,Uttarkashi,92,72,1,3531
54316,2020-07-13,West Bengal,Total,31448,19213,956,627438
54317,2020-07-13,West Bengal,Alipurduar,205,188,0,0
54318,2020-07-13,West Bengal,Bankura,324,259,0,0
54319,2020-07-13,West Bengal,Birbhum,335,308,3,0
54320,2020-07-13,West Bengal,Cooch Behar,360,310,0,0
54321,2020-07-13,West Bengal,Dakshin Dinajpur,369,230,1,0
54322,2020-07-13,West Bengal,Darjeeling,945,587,13,0
54323,2020-07-13,West Bengal,Hooghly,1582,1077,31,0
54324,2020-07-13,West Bengal,Howrah,4120,2744,129,0
54325,2020-07-13,West Bengal,Jalpaiguri,577,387,3,0
54326,2020-07-13,West Bengal,Jhargram,25,25,0,0
54327,2020-07-13,West Bengal,Kalimpong,57,55,1,0
54328,2020-07-13,West Bengal,Kolkata,10026,5722,509,0
54329,2020-07-13,West Bengal,Malda,1211,804,7,0
54330,2020-07-13,West Bengal,Murshidabad,377,268,5,0
54331,2020-07-13,West Bengal,Nadia,436,331,8,0
54332,2020-07-13,West Bengal,North 24 Parganas,5992,3130,172,0
54333,2020-07-13,West Bengal,Other State,66,63,3,0
54334,2020-07-13,West Bengal,Paschim Bardhaman,218,151,6,0
54335,2020-07-13,West Bengal,Paschim Medinipur,498,383,9,0
54336,2020-07-13,West Bengal,Purba Bardhaman,271,178,3,0
54337,2020-07-13,West Bengal,Purba Medinipur,565,369,8,0
54338,2020-07-13,West Bengal,Purulia,116,98,0,0
54339,2020-07-13,West Bengal,South 24 Parganas,2323,1216,44,0
54340,2020-07-13,West Bengal,Uttar Dinajpur,450,330,1,0
54341,2020-07-14,Andaman and Nicobar Islands,Total,171,129,0,18884
54342,2020-07-14,Andaman and Nicobar Islands,Unknown,171,129,0,18884
54343,2020-07-14,Andhra Pradesh,Total,33019,17467,408,1195766
54344,2020-07-14,Andhra Pradesh,Anantapur,3651,2155,40,83643
54345,2020-07-14,Andhra Pradesh,Chittoor,3074,1236,29,100377
54346,2020-07-14,Andhra Pradesh,East Godavari,3115,928,17,114119
54347,2020-07-14,Andhra Pradesh,Foreign Evacuees,432,326,0,0
54348,2020-07-14,Andhra Pradesh,Guntur,3356,1640,32,101884
54349,2020-07-14,Andhra Pradesh,Krishna,2744,1887,83,129915
54350,2020-07-14,Andhra Pradesh,Kurnool,3823,2105,108,123652
54351,2020-07-14,Andhra Pradesh,Other State,2424,1914,0,0
54352,2020-07-14,Andhra Pradesh,Prakasam,1238,898,11,66746
54353,2020-07-14,Andhra Pradesh,S.P.S. Nellore,1419,649,12,71859
54354,2020-07-14,Andhra Pradesh,Srikakulam,1414,480,14,112736
54355,2020-07-14,Andhra Pradesh,Visakhapatnam,1489,919,18,88006
54356,2020-07-14,Andhra Pradesh,Vizianagaram,832,207,9,46699
54357,2020-07-14,Andhra Pradesh,West Godavari,2026,1039,23,71006
54358,2020-07-14,Andhra Pradesh,Y.S.R. Kadapa,1982,1084,12,82268
54359,2020-07-14,Arunachal Pradesh,Total,462,153,3,33807
54360,2020-07-14,Arunachal Pradesh,Anjaw,4,0,0,199
54361,2020-07-14,Arunachal Pradesh,Changlang,111,78,0,5439
54362,2020-07-14,Arunachal Pradesh,Dibang Valley,0,0,0,10
54363,2020-07-14,Arunachal Pradesh,East Kameng,2,0,0,279
54364,2020-07-14,Arunachal Pradesh,East Siang,22,10,0,2360
54365,2020-07-14,Arunachal Pradesh,Kamle,0,0,0,54
54366,2020-07-14,Arunachal Pradesh,Kra-Daadi,0,0,0,13
54367,2020-07-14,Arunachal Pradesh,Kurung Kumey,0,0,0,11
54368,2020-07-14,Arunachal Pradesh,Lepa Rada,8,1,0,215
54369,2020-07-14,Arunachal Pradesh,Lohit,4,4,0,1400
54370,2020-07-14,Arunachal Pradesh,Longding,5,2,0,784
54371,2020-07-14,Arunachal Pradesh,Lower Dibang Valley,5,3,0,1039
54372,2020-07-14,Arunachal Pradesh,Lower Siang,4,2,0,516
54373,2020-07-14,Arunachal Pradesh,Lower Subansiri,12,0,0,737
54374,2020-07-14,Arunachal Pradesh,Namsai,24,8,0,1913
54375,2020-07-14,Arunachal Pradesh,Pakke Kessang,1,1,0,347
54376,2020-07-14,Arunachal Pradesh,Papum Pare,220,24,1,12138
54377,2020-07-14,Arunachal Pradesh,Shi Yomi,0,0,0,159
54378,2020-07-14,Arunachal Pradesh,Siang,1,0,0,178
54379,2020-07-14,Arunachal Pradesh,Tawang,1,1,0,874
54380,2020-07-14,Arunachal Pradesh,Tirap,6,5,0,1767
54381,2020-07-14,Arunachal Pradesh,Upper Siang,1,1,0,635
54382,2020-07-14,Arunachal Pradesh,Upper Subansiri,1,0,0,682
54383,2020-07-14,Arunachal Pradesh,West Kameng,28,11,2,1388
54384,2020-07-14,Arunachal Pradesh,West Siang,2,2,0,670
54385,2020-07-14,Assam,Total,18667,12174,46,575867
54386,2020-07-14,Assam,Airport Quarantine,4,0,0,0
54387,2020-07-14,Assam,Baksa,85,0,1,0
54388,2020-07-14,Assam,Barpeta,467,340,1,0
54389,2020-07-14,Assam,Biswanath,58,16,0,0
54390,2020-07-14,Assam,Bongaigaon,155,87,0,0
54391,2020-07-14,Assam,Cachar,351,249,0,0
54392,2020-07-14,Assam,Charaideo,16,0,0,0
54393,2020-07-14,Assam,Chirang,78,52,0,0
54394,2020-07-14,Assam,Darrang,430,261,0,0
54395,2020-07-14,Assam,Dhemaji,96,6,0,0
54396,2020-07-14,Assam,Dhubri,490,410,0,0
54397,2020-07-14,Assam,Dibrugarh,334,156,1,0
54398,2020-07-14,Assam,Dima Hasao,136,116,0,0
54399,2020-07-14,Assam,Goalpara,57,4,0,0
54400,2020-07-14,Assam,Golaghat,616,553,1,0
54401,2020-07-14,Assam,Hailakandi,540,381,2,0
54402,2020-07-14,Assam,Hojai,267,163,0,0
54403,2020-07-14,Assam,Jorhat,228,110,1,0
54404,2020-07-14,Assam,Kamrup,215,63,2,0
54405,2020-07-14,Assam,Kamrup Metropolitan,8183,4587,24,0
54406,2020-07-14,Assam,Karbi Anglong,223,187,3,0
54407,2020-07-14,Assam,Karimganj,211,141,0,0
54408,2020-07-14,Assam,Kokrajhar,86,10,0,0
54409,2020-07-14,Assam,Lakhimpur,202,125,0,0
54410,2020-07-14,Assam,Majuli,21,0,0,0
54411,2020-07-14,Assam,Morigaon,211,140,0,0
54412,2020-07-14,Assam,Nagaon,330,107,2,0
54413,2020-07-14,Assam,Nalbari,145,43,0,0
54414,2020-07-14,Assam,Other State,1,1,0,0
54415,2020-07-14,Assam,Sivasagar,33,26,1,0
54416,2020-07-14,Assam,Sonitpur,468,331,1,0
54417,2020-07-14,Assam,South Salmara Mankachar,28,12,0,0
54418,2020-07-14,Assam,Tinsukia,291,109,1,0
54419,2020-07-14,Assam,Udalguri,236,210,1,0
54420,2020-07-14,Assam,Unknown,3347,3178,4,0
54421,2020-07-14,Assam,West Karbi Anglong,28,0,0,0
54422,2020-07-14,Bihar,Total,18853,13019,143,329160
54423,2020-07-14,Bihar,Araria,196,136,2,0
54424,2020-07-14,Bihar,Arwal,193,119,1,0
54425,2020-07-14,Bihar,Aurangabad,338,307,1,0
54426,2020-07-14,Bihar,Banka,311,256,0,0
54427,2020-07-14,Bihar,Begusarai,927,518,6,12069
54428,2020-07-14,Bihar,Bhagalpur,1134,641,12,0
54429,2020-07-14,Bihar,Bhojpur,418,319,4,0
54430,2020-07-14,Bihar,Buxar,335,242,0,0
54431,2020-07-14,Bihar,Darbhanga,420,364,10,0
54432,2020-07-14,Bihar,East Champaran,470,289,6,0
54433,2020-07-14,Bihar,Gaya,522,304,7,0
54434,2020-07-14,Bihar,Gopalganj,493,378,1,0
54435,2020-07-14,Bihar,Jamui,232,105,1,0
54436,2020-07-14,Bihar,Jehanabad,361,282,3,0
54437,2020-07-14,Bihar,Kaimur,250,213,3,0
