,Date,State,District,Confirmed,Recovered,Deaths,Tested
0,2020-01-30,Kerala,Total,1,0,0,0
1,2020-01-30,Total,Total,1,0,0,0
2,2020-02-02,Kerala,Total,2,0,0,0
3,2020-02-02,Total,Total,2,0,0,0
4,2020-02-03,Kerala,Total,3,0,0,0
5,2020-02-03,Total,Total,3,0,0,0
6,2020-02-14,Kerala,Total,3,3,0,0
7,2020-02-14,Total,Total,3,3,0,0
8,2020-03-02,Delhi,Total,1,0,0,0
9,2020-03-02,Delhi,Delhi,1,0,0,0
10,2020-03-02,Kerala,Total,3,3,0,0
11,2020-03-02,Telangana,Total,1,0,0,0
12,2020-03-02,Telangana,Unknown,1,0,0,0
13,2020-03-02,Total,Total,5,3,0,0
14,2020-03-03,Delhi,Total,1,0,0,0
15,2020-03-03,Delhi,Delhi,1,0,0,0
16,2020-03-03,Kerala,Total,3,3,0,0
17,2020-03-03,Rajasthan,Total,1,0,0,0
18,2020-03-03,Telangana,Total,1,0,0,0
19,2020-03-03,Telangana,Unknown,1,0,0,0
20,2020-03-03,Total,Total,6,3,0,0
21,2020-03-04,Delhi,Total,1,0,0,0
22,2020-03-04,Delhi,Delhi,1,0,0,0
23,2020-03-04,Haryana,Total,14,0,0,0
24,2020-03-04,Kerala,Total,3,3,0,0
25,2020-03-04,Rajasthan,Total,2,0,0,0
26,2020-03-04,Telangana,Total,1,0,0,0
27,2020-03-04,Telangana,Unknown,1,0,0,0
28,2020-03-04,Total,Total,28,3,0,0
29,2020-03-04,Uttar Pradesh,Total,7,0,0,0
30,2020-03-05,Delhi,Total,2,0,0,0
31,2020-03-05,Delhi,Delhi,2,0,0,0
32,2020-03-05,Haryana,Total,14,0,0,0
33,2020-03-05,Kerala,Total,3,3,0,0
34,2020-03-05,Rajasthan,Total,2,0,0,0
35,2020-03-05,Telangana,Total,1,0,0,0
36,2020-03-05,Telangana,Unknown,1,0,0,0
37,2020-03-05,Total,Total,30,3,0,0
38,2020-03-05,Uttar Pradesh,Total,8,0,0,0
39,2020-03-06,Delhi,Total,3,0,0,0
40,2020-03-06,Delhi,Delhi,3,0,0,0
41,2020-03-06,Haryana,Total,14,0,0,0
42,2020-03-06,Kerala,Total,3,3,0,0
43,2020-03-06,Rajasthan,Total,2,0,0,0
44,2020-03-06,Telangana,Total,1,0,0,0
45,2020-03-06,Telangana,Unknown,1,0,0,0
46,2020-03-06,Total,Total,31,3,0,0
47,2020-03-06,Uttar Pradesh,Total,8,0,0,0
48,2020-03-07,Delhi,Total,3,0,0,0
49,2020-03-07,Delhi,Delhi,3,0,0,0
50,2020-03-07,Haryana,Total,14,0,0,0
51,2020-03-07,Kerala,Total,3,3,0,0
52,2020-03-07,Ladakh,Total,2,0,0,0
53,2020-03-07,Rajasthan,Total,2,0,0,0
54,2020-03-07,Telangana,Total,1,0,0,0
55,2020-03-07,Telangana,Unknown,1,0,0,0
56,2020-03-07,Tamil Nadu,Total,1,0,0,0
57,2020-03-07,Total,Total,34,3,0,0
58,2020-03-07,Uttar Pradesh,Total,8,0,0,0
59,2020-03-08,Delhi,Total,3,0,0,0
60,2020-03-08,Delhi,Delhi,3,0,0,0
61,2020-03-08,Haryana,Total,14,0,0,0
62,2020-03-08,Kerala,Total,8,3,0,0
63,2020-03-08,Ladakh,Total,2,0,0,0
64,2020-03-08,Rajasthan,Total,2,0,0,0
65,2020-03-08,Telangana,Total,1,0,0,0
66,2020-03-08,Telangana,Unknown,1,0,0,0
67,2020-03-08,Tamil Nadu,Total,1,0,0,0
68,2020-03-08,Total,Total,39,3,0,0
69,2020-03-08,Uttar Pradesh,Total,8,0,0,0
70,2020-03-09,Delhi,Total,4,0,0,0
71,2020-03-09,Delhi,Delhi,4,0,0,0
72,2020-03-09,Haryana,Total,14,0,0,0
73,2020-03-09,Jammu and Kashmir,Total,1,0,0,0
74,2020-03-09,Karnataka,Total,1,0,0,0
75,2020-03-09,Kerala,Total,9,3,0,0
76,2020-03-09,Ladakh,Total,2,0,0,0
77,2020-03-09,Maharashtra,Total,2,0,0,0
78,2020-03-09,Punjab,Total,1,0,0,0
79,2020-03-09,Rajasthan,Total,2,0,0,0
80,2020-03-09,Telangana,Total,1,0,0,0
81,2020-03-09,Telangana,Unknown,1,0,0,0
82,2020-03-09,Tamil Nadu,Total,1,0,0,0
83,2020-03-09,Total,Total,48,3,0,0
84,2020-03-09,Uttar Pradesh,Total,10,0,0,0
85,2020-03-10,Delhi,Total,4,0,0,0
86,2020-03-10,Delhi,Delhi,4,0,0,0
87,2020-03-10,Haryana,Total,14,0,0,0
88,2020-03-10,Jammu and Kashmir,Total,1,0,0,0
89,2020-03-10,Karnataka,Total,4,0,0,0
90,2020-03-10,Kerala,Total,17,3,0,0
91,2020-03-10,Ladakh,Total,2,0,0,0
92,2020-03-10,Maharashtra,Total,5,0,0,0
93,2020-03-10,Punjab,Total,1,0,0,0
94,2020-03-10,Rajasthan,Total,3,0,0,0
95,2020-03-10,Telangana,Total,1,0,0,0
96,2020-03-10,Telangana,Unknown,1,0,0,0
97,2020-03-10,Tamil Nadu,Total,1,0,0,0
98,2020-03-10,Total,Total,63,3,0,0
99,2020-03-10,Uttar Pradesh,Total,10,0,0,0
100,2020-03-11,Delhi,Total,5,0,0,0
101,2020-03-11,Delhi,Delhi,5,0,0,0
102,2020-03-11,Haryana,Total,14,0,0,0
103,2020-03-11,Jammu and Kashmir,Total,1,0,0,0
104,2020-03-11,Karnataka,Total,4,0,0,0
105,2020-03-11,Kerala,Total,17,3,0,0
106,2020-03-11,Ladakh,Total,3,0,0,0
107,2020-03-11,Maharashtra,Total,11,0,0,0
108,2020-03-11,Punjab,Total,1,0,0,0
109,2020-03-11,Rajasthan,Total,3,0,0,0
110,2020-03-11,Telangana,Total,1,0,0,0
111,2020-03-11,Telangana,Unknown,1,0,0,0
112,2020-03-11,Tamil Nadu,Total,1,0,0,0
113,2020-03-11,Total,Total,71,3,0,0
114,2020-03-11,Uttar Pradesh,Total,10,0,0,0
115,2020-03-12,Andhra Pradesh,Total,1,0,0,0
116,2020-03-12,Delhi,Total,6,0,0,0
117,2020-03-12,Delhi,Delhi,6,0,0,0
118,2020-03-12,Haryana,Total,14,0,0,0
119,2020-03-12,Jammu and Kashmir,Total,1,0,0,0
120,2020-03-12,Karnataka,Total,5,0,0,0
121,2020-03-12,Kerala,Total,19,3,0,0
122,2020-03-12,Ladakh,Total,3,0,0,0
123,2020-03-12,Maharashtra,Total,14,0,0,0
124,2020-03-12,Punjab,Total,1,0,0,0
125,2020-03-12,Rajasthan,Total,3,0,0,0
126,2020-03-12,Telangana,Total,1,0,0,0
127,2020-03-12,Telangana,Unknown,1,0,0,0
128,2020-03-12,Tamil Nadu,Total,1,0,0,0
129,2020-03-12,Total,Total,81,3,0,0
130,2020-03-12,Uttar Pradesh,Total,12,0,0,0
131,2020-03-13,Andhra Pradesh,Total,1,0,0,0
132,2020-03-13,Delhi,Total,7,0,0,0
133,2020-03-13,Delhi,Delhi,7,0,0,0
134,2020-03-13,Haryana,Total,14,0,0,0
135,2020-03-13,Jammu and Kashmir,Total,2,0,0,0
136,2020-03-13,Karnataka,Total,6,0,1,0
137,2020-03-13,Kerala,Total,22,3,0,0
138,2020-03-13,Ladakh,Total,3,0,0,0
139,2020-03-13,Maharashtra,Total,17,0,0,0
140,2020-03-13,Punjab,Total,1,0,0,0
141,2020-03-13,Rajasthan,Total,3,0,0,0
142,2020-03-13,Telangana,Total,1,0,0,0
143,2020-03-13,Telangana,Unknown,1,0,0,0
144,2020-03-13,Tamil Nadu,Total,1,0,0,0
145,2020-03-13,Total,Total,91,3,1,6500
146,2020-03-13,Uttar Pradesh,Total,13,0,0,0
147,2020-03-14,Andhra Pradesh,Total,1,0,0,0
148,2020-03-14,Delhi,Total,7,0,0,0
149,2020-03-14,Delhi,Delhi,7,0,0,0
150,2020-03-14,Himachal Pradesh,Total,0,0,0,0
151,2020-03-14,Haryana,Total,14,0,0,0
152,2020-03-14,Jammu and Kashmir,Total,2,0,0,0
153,2020-03-14,Karnataka,Total,6,0,1,0
154,2020-03-14,Kerala,Total,22,3,0,0
155,2020-03-14,Ladakh,Total,3,0,0,0
156,2020-03-14,Maharashtra,Total,26,0,0,0
157,2020-03-14,Punjab,Total,1,0,0,0
158,2020-03-14,Rajasthan,Total,4,0,0,0
159,2020-03-14,Telangana,Total,2,0,0,0
160,2020-03-14,Telangana,Unknown,2,0,0,0
161,2020-03-14,Tamil Nadu,Total,1,0,0,0
162,2020-03-14,Total,Total,102,3,1,6500
163,2020-03-14,Uttar Pradesh,Total,13,0,0,0
164,2020-03-15,Andhra Pradesh,Total,1,0,0,0
165,2020-03-15,Delhi,Total,7,0,0,0
166,2020-03-15,Delhi,Delhi,7,0,0,0
167,2020-03-15,Himachal Pradesh,Total,0,0,0,0
168,2020-03-15,Haryana,Total,14,0,0,0
169,2020-03-15,Jammu and Kashmir,Total,2,0,0,0
170,2020-03-15,Karnataka,Total,6,0,1,0
171,2020-03-15,Kerala,Total,24,3,0,0
172,2020-03-15,Ladakh,Total,3,0,0,0
173,2020-03-15,Maharashtra,Total,32,0,0,0
174,2020-03-15,Punjab,Total,1,0,0,0
175,2020-03-15,Rajasthan,Total,4,0,0,0
176,2020-03-15,Telangana,Total,3,0,0,0
177,2020-03-15,Telangana,Unknown,3,0,0,0
178,2020-03-15,Tamil Nadu,Total,1,0,0,0
179,2020-03-15,Total,Total,112,3,1,6500
180,2020-03-15,Uttar Pradesh,Total,13,0,0,0
181,2020-03-15,Uttarakhand,Total,1,0,0,0
182,2020-03-16,Andhra Pradesh,Total,1,0,0,0
183,2020-03-16,Delhi,Total,7,0,0,0
184,2020-03-16,Delhi,Delhi,7,0,0,0
185,2020-03-16,Himachal Pradesh,Total,0,0,0,0
186,2020-03-16,Haryana,Total,14,0,0,0
187,2020-03-16,Jammu and Kashmir,Total,3,0,0,0
188,2020-03-16,Karnataka,Total,7,0,1,0
189,2020-03-16,Kerala,Total,27,3,0,0
190,2020-03-16,Ladakh,Total,3,0,0,0
191,2020-03-16,Maharashtra,Total,39,0,0,0
192,2020-03-16,Odisha,Total,1,0,0,0
193,2020-03-16,Punjab,Total,1,0,0,0
194,2020-03-16,Rajasthan,Total,4,0,0,0
195,2020-03-16,Telangana,Total,4,0,0,0
196,2020-03-16,Telangana,Unknown,4,0,0,0
197,2020-03-16,Tamil Nadu,Total,1,0,0,0
198,2020-03-16,Total,Total,126,3,1,6500
199,2020-03-16,Uttar Pradesh,Total,13,0,0,0
200,2020-03-16,Uttarakhand,Total,1,0,0,0
201,2020-03-17,Andhra Pradesh,Total,1,0,0,0
202,2020-03-17,Delhi,Total,10,0,0,0
203,2020-03-17,Delhi,Delhi,10,0,0,0
204,2020-03-17,Himachal Pradesh,Total,0,0,0,0
205,2020-03-17,Haryana,Total,15,0,0,0
206,2020-03-17,Jammu and Kashmir,Total,3,0,0,0
207,2020-03-17,Karnataka,Total,11,0,1,0
208,2020-03-17,Kerala,Total,27,3,0,0
209,2020-03-17,Ladakh,Total,8,0,0,0
210,2020-03-17,Maharashtra,Total,41,0,0,0
211,2020-03-17,Odisha,Total,1,0,0,0
212,2020-03-17,Punjab,Total,1,0,0,0
213,2020-03-17,Puducherry,Total,1,0,0,0
214,2020-03-17,Rajasthan,Total,4,0,0,0
215,2020-03-17,Telangana,Total,5,0,0,0
216,2020-03-17,Telangana,Unknown,5,0,0,0
217,2020-03-17,Tamil Nadu,Total,1,0,0,0
218,2020-03-17,Total,Total,146,3,1,6500
219,2020-03-17,Uttar Pradesh,Total,15,0,0,0
220,2020-03-17,Uttarakhand,Total,1,0,0,0
221,2020-03-17,West Bengal,Total,1,0,0,0
222,2020-03-18,Andhra Pradesh,Total,1,0,0,0
223,2020-03-18,Delhi,Total,11,0,0,0
224,2020-03-18,Delhi,Delhi,11,0,0,0
225,2020-03-18,Himachal Pradesh,Total,0,0,0,0
226,2020-03-18,Haryana,Total,17,0,0,0
227,2020-03-18,Jammu and Kashmir,Total,4,0,0,0
228,2020-03-18,Karnataka,Total,14,0,1,0
229,2020-03-18,Kerala,Total,27,3,0,0
230,2020-03-18,Ladakh,Total,8,0,0,0
231,2020-03-18,Maharashtra,Total,45,0,0,0
232,2020-03-18,Odisha,Total,1,0,0,0
233,2020-03-18,Punjab,Total,1,0,0,0
234,2020-03-18,Puducherry,Total,1,0,0,0
235,2020-03-18,Rajasthan,Total,7,0,0,0
236,2020-03-18,Telangana,Total,13,0,0,0
237,2020-03-18,Telangana,Unknown,13,0,0,0
238,2020-03-18,Tamil Nadu,Total,2,0,0,0
239,2020-03-18,Total,Total,171,3,1,13125
240,2020-03-18,Uttar Pradesh,Total,17,0,0,0
241,2020-03-18,Uttarakhand,Total,1,0,0,0
242,2020-03-18,West Bengal,Total,1,0,0,0
243,2020-03-19,Andhra Pradesh,Total,3,0,0,0
244,2020-03-19,Chandigarh,Total,1,0,0,0
245,2020-03-19,Chandigarh,Chandigarh,1,0,0,0
246,2020-03-19,Chhattisgarh,Total,1,0,0,0
247,2020-03-19,Delhi,Total,14,0,0,0
248,2020-03-19,Delhi,Delhi,14,0,0,0
249,2020-03-19,Gujarat,Total,2,0,0,0
250,2020-03-19,Himachal Pradesh,Total,0,0,0,0
251,2020-03-19,Haryana,Total,17,0,0,0
252,2020-03-19,Jammu and Kashmir,Total,4,0,0,0
253,2020-03-19,Karnataka,Total,15,0,1,0
254,2020-03-19,Kerala,Total,28,3,0,0
255,2020-03-19,Ladakh,Total,8,0,0,0
256,2020-03-19,Maharashtra,Total,48,0,0,0
257,2020-03-19,Odisha,Total,2,0,0,0
258,2020-03-19,Punjab,Total,2,0,0,0
259,2020-03-19,Puducherry,Total,1,0,0,0
260,2020-03-19,Rajasthan,Total,9,0,0,0
261,2020-03-19,Telangana,Total,16,0,0,0
262,2020-03-19,Telangana,Unknown,16,0,0,0
263,2020-03-19,Tamil Nadu,Total,3,0,0,0
264,2020-03-19,Total,Total,198,3,1,14175
265,2020-03-19,Uttar Pradesh,Total,20,0,0,0
266,2020-03-19,Uttarakhand,Total,3,0,0,0
267,2020-03-19,West Bengal,Total,1,0,0,0
268,2020-03-20,Andhra Pradesh,Total,3,0,0,0
269,2020-03-20,Chandigarh,Total,5,0,0,0
270,2020-03-20,Chandigarh,Chandigarh,5,0,0,0
271,2020-03-20,Chhattisgarh,Total,1,0,0,0
272,2020-03-20,Delhi,Total,20,0,0,0
273,2020-03-20,Delhi,Delhi,20,0,0,0
274,2020-03-20,Gujarat,Total,7,0,0,0
275,2020-03-20,Himachal Pradesh,Total,2,0,0,0
276,2020-03-20,Haryana,Total,19,0,0,0
277,2020-03-20,Jammu and Kashmir,Total,4,0,0,0
278,2020-03-20,Karnataka,Total,15,1,1,0
279,2020-03-20,Kerala,Total,40,3,0,0
280,2020-03-20,Ladakh,Total,10,0,0,0
281,2020-03-20,Maharashtra,Total,52,0,0,0
282,2020-03-20,Madhya Pradesh,Total,4,0,0,0
283,2020-03-20,Odisha,Total,2,0,0,0
284,2020-03-20,Punjab,Total,3,0,0,0
285,2020-03-20,Puducherry,Total,1,0,0,0
286,2020-03-20,Rajasthan,Total,17,0,0,0
287,2020-03-20,Telangana,Total,19,0,0,0
288,2020-03-20,Telangana,Unknown,19,0,0,0
289,2020-03-20,Tamil Nadu,Total,3,0,0,0
290,2020-03-20,Total,Total,256,4,1,15404
291,2020-03-20,Uttar Pradesh,Total,24,0,0,0
292,2020-03-20,Uttarakhand,Total,3,0,0,0
293,2020-03-20,West Bengal,Total,2,0,0,0
294,2020-03-21,Andhra Pradesh,Total,5,0,0,0
295,2020-03-21,Chandigarh,Total,5,0,0,0
296,2020-03-21,Chandigarh,Chandigarh,5,0,0,0
297,2020-03-21,Chhattisgarh,Total,1,0,0,0
298,2020-03-21,Delhi,Total,27,0,0,0
299,2020-03-21,Delhi,Delhi,27,0,0,0
300,2020-03-21,Gujarat,Total,14,0,0,0
301,2020-03-21,Himachal Pradesh,Total,2,0,0,0
302,2020-03-21,Haryana,Total,21,0,0,0
303,2020-03-21,Jammu and Kashmir,Total,4,0,0,0
304,2020-03-21,Karnataka,Total,20,1,1,0
305,2020-03-21,Kerala,Total,52,3,0,0
306,2020-03-21,Ladakh,Total,13,0,0,0
307,2020-03-21,Maharashtra,Total,64,0,0,0
308,2020-03-21,Madhya Pradesh,Total,4,0,0,0
309,2020-03-21,Odisha,Total,2,0,0,0
310,2020-03-21,Punjab,Total,13,0,0,0
311,2020-03-21,Puducherry,Total,1,0,0,0
312,2020-03-21,Rajasthan,Total,24,0,0,0
313,2020-03-21,Telangana,Total,21,0,0,0
314,2020-03-21,Telangana,Unknown,21,0,0,0
315,2020-03-21,Tamil Nadu,Total,6,0,0,0
316,2020-03-21,Total,Total,334,4,1,16911
317,2020-03-21,Uttar Pradesh,Total,28,0,0,0
318,2020-03-21,Uttarakhand,Total,3,0,0,0
319,2020-03-21,West Bengal,Total,4,0,0,0
320,2020-03-22,Andhra Pradesh,Total,6,0,0,0
321,2020-03-22,Bihar,Total,2,0,0,0
322,2020-03-22,Chandigarh,Total,6,0,0,0
323,2020-03-22,Chandigarh,Chandigarh,6,0,0,0
324,2020-03-22,Chhattisgarh,Total,1,0,0,0
325,2020-03-22,Delhi,Total,28,0,0,0
326,2020-03-22,Delhi,Delhi,28,0,0,0
327,2020-03-22,Gujarat,Total,18,0,0,0
328,2020-03-22,Himachal Pradesh,Total,2,0,0,0
329,2020-03-22,Haryana,Total,21,0,0,0
330,2020-03-22,Jammu and Kashmir,Total,4,0,0,0
331,2020-03-22,Karnataka,Total,26,1,1,0
332,2020-03-22,Kerala,Total,67,3,0,0
333,2020-03-22,Ladakh,Total,13,0,0,0
334,2020-03-22,Maharashtra,Total,74,0,0,0
335,2020-03-22,Madhya Pradesh,Total,6,0,0,0
336,2020-03-22,Odisha,Total,2,0,0,0
337,2020-03-22,Punjab,Total,21,0,0,0
338,2020-03-22,Puducherry,Total,1,0,0,0
339,2020-03-22,Rajasthan,Total,29,0,0,0
340,2020-03-22,Telangana,Total,27,0,0,0
341,2020-03-22,Telangana,Unknown,27,0,0,0
342,2020-03-22,Tamil Nadu,Total,9,0,0,0
343,2020-03-22,Total,Total,403,4,1,18127
344,2020-03-22,Uttar Pradesh,Total,30,0,0,0
345,2020-03-22,Uttarakhand,Total,3,0,0,0
346,2020-03-22,West Bengal,Total,7,0,0,0
347,2020-03-23,Andhra Pradesh,Total,7,0,0,0
348,2020-03-23,Bihar,Total,3,0,0,0
349,2020-03-23,Chandigarh,Total,7,0,0,0
350,2020-03-23,Chandigarh,Chandigarh,7,0,0,0
351,2020-03-23,Chhattisgarh,Total,1,0,0,0
352,2020-03-23,Delhi,Total,30,0,0,0
353,2020-03-23,Delhi,Delhi,30,0,0,0
354,2020-03-23,Gujarat,Total,30,0,0,0
355,2020-03-23,Himachal Pradesh,Total,3,0,0,0
356,2020-03-23,Haryana,Total,28,0,0,0
357,2020-03-23,Jammu and Kashmir,Total,4,0,0,0
358,2020-03-23,Karnataka,Total,33,1,1,0
359,2020-03-23,Kerala,Total,95,3,0,0
360,2020-03-23,Ladakh,Total,13,0,0,0
361,2020-03-23,Maharashtra,Total,89,0,0,0
362,2020-03-23,Madhya Pradesh,Total,6,0,0,0
363,2020-03-23,Odisha,Total,2,0,0,0
364,2020-03-23,Punjab,Total,23,0,0,0
365,2020-03-23,Puducherry,Total,1,0,0,0
366,2020-03-23,Rajasthan,Total,32,0,0,0
367,2020-03-23,Telangana,Total,33,0,0,0
368,2020-03-23,Telangana,Unknown,33,0,0,0
369,2020-03-23,Tamil Nadu,Total,12,0,0,0
370,2020-03-23,Total,Total,497,4,1,20707
371,2020-03-23,Uttar Pradesh,Total,34,0,0,0
372,2020-03-23,Uttarakhand,Total,4,0,0,0
373,2020-03-23,West Bengal,Total,7,0,0,0
374,2020-03-24,Andhra Pradesh,Total,8,0,0,0
375,2020-03-24,Bihar,Total,3,0,0,0
376,2020-03-24,Chandigarh,Total,7,0,0,0
377,2020-03-24,Chandigarh,Chandigarh,7,0,0,0
378,2020-03-24,Chhattisgarh,Total,1,0,0,0
379,2020-03-24,Delhi,Total,30,0,0,0
380,2020-03-24,Delhi,Delhi,30,0,0,0
381,2020-03-24,Gujarat,Total,36,0,0,0
382,2020-03-24,Himachal Pradesh,Total,3,0,0,0
383,2020-03-24,Haryana,Total,30,0,0,0
384,2020-03-24,Jammu and Kashmir,Total,6,0,0,0
385,2020-03-24,Karnataka,Total,41,3,1,0
386,2020-03-24,Kerala,Total,109,3,0,0
387,2020-03-24,Ladakh,Total,13,0,0,0
388,2020-03-24,Maharashtra,Total,107,0,0,0
389,2020-03-24,Manipur,Total,1,0,0,0
390,2020-03-24,Madhya Pradesh,Total,7,0,0,0
391,2020-03-24,Odisha,Total,2,0,0,0
392,2020-03-24,Punjab,Total,29,0,0,0
393,2020-03-24,Puducherry,Total,1,0,0,0
394,2020-03-24,Rajasthan,Total,32,0,0,0
395,2020-03-24,Telangana,Total,39,0,0,0
396,2020-03-24,Telangana,Unknown,39,0,0,0
397,2020-03-24,Tamil Nadu,Total,18,0,0,0
398,2020-03-24,Total,Total,571,6,1,22694
399,2020-03-24,Uttar Pradesh,Total,35,0,0,0
400,2020-03-24,Uttarakhand,Total,4,0,0,0
401,2020-03-24,West Bengal,Total,9,0,0,0
402,2020-03-25,Andhra Pradesh,Total,10,0,0,0
403,2020-03-25,Bihar,Total,4,0,0,0
404,2020-03-25,Chandigarh,Total,7,0,0,0
405,2020-03-25,Chandigarh,Chandigarh,7,0,0,0
406,2020-03-25,Chhattisgarh,Total,3,0,0,0
407,2020-03-25,Delhi,Total,35,0,0,0
408,2020-03-25,Delhi,Delhi,35,0,0,0
409,2020-03-25,Goa,Total,3,0,0,0
410,2020-03-25,Gujarat,Total,38,0,0,0
411,2020-03-25,Himachal Pradesh,Total,3,0,0,0
412,2020-03-25,Haryana,Total,31,0,0,0
413,2020-03-25,Jammu and Kashmir,Total,11,0,0,0
414,2020-03-25,Karnataka,Total,51,3,1,0
415,2020-03-25,Kerala,Total,118,3,0,0
416,2020-03-25,Ladakh,Total,13,0,0,0
417,2020-03-25,Maharashtra,Total,122,0,0,0
418,2020-03-25,Manipur,Total,1,0,0,0
419,2020-03-25,Madhya Pradesh,Total,15,0,0,0
420,2020-03-25,Mizoram,Total,1,0,0,0
421,2020-03-25,Odisha,Total,2,0,0,0
422,2020-03-25,Punjab,Total,31,0,0,0
423,2020-03-25,Puducherry,Total,1,0,0,0
424,2020-03-25,Rajasthan,Total,38,0,0,0
425,2020-03-25,Telangana,Total,41,0,0,0
426,2020-03-25,Telangana,Unknown,41,0,0,0
427,2020-03-25,Tamil Nadu,Total,26,0,0,0
428,2020-03-25,Total,Total,657,6,1,25144
429,2020-03-25,Uttar Pradesh,Total,38,0,0,0
430,2020-03-25,Uttarakhand,Total,5,0,0,0
431,2020-03-25,West Bengal,Total,9,0,0,0
432,2020-03-26,Andaman and Nicobar Islands,Total,1,0,0,0
433,2020-03-26,Andaman and Nicobar Islands,Unknown,1,0,0,0
434,2020-03-26,Andhra Pradesh,Total,11,0,0,0
435,2020-03-26,Bihar,Total,7,0,0,0
436,2020-03-26,Chandigarh,Total,7,0,0,0
437,2020-03-26,Chandigarh,Chandigarh,7,0,0,0
438,2020-03-26,Chhattisgarh,Total,6,0,0,0
439,2020-03-26,Delhi,Total,39,0,0,0
440,2020-03-26,Delhi,Delhi,39,0,0,0
441,2020-03-26,Goa,Total,3,0,0,0
442,2020-03-26,Gujarat,Total,44,0,0,0
443,2020-03-26,Himachal Pradesh,Total,3,0,0,0
444,2020-03-26,Haryana,Total,32,0,0,0
445,2020-03-26,Jammu and Kashmir,Total,14,0,0,0
446,2020-03-26,Karnataka,Total,55,3,2,0
447,2020-03-26,Kerala,Total,137,3,0,0
448,2020-03-26,Ladakh,Total,13,0,0,0
449,2020-03-26,Maharashtra,Total,125,0,0,0
450,2020-03-26,Manipur,Total,1,0,0,0
451,2020-03-26,Madhya Pradesh,Total,20,0,0,0
452,2020-03-26,Mizoram,Total,1,0,0,0
453,2020-03-26,Odisha,Total,3,0,0,0
454,2020-03-26,Punjab,Total,33,0,0,0
455,2020-03-26,Puducherry,Total,1,0,0,0
456,2020-03-26,Rajasthan,Total,43,0,0,0
457,2020-03-26,Telangana,Total,45,0,0,0
458,2020-03-26,Telangana,Unknown,45,0,0,0
459,2020-03-26,Tamil Nadu,Total,29,0,0,0
460,2020-03-26,Total,Total,730,6,2,27688
461,2020-03-26,Uttar Pradesh,Total,42,0,0,0
462,2020-03-26,Uttarakhand,Total,5,0,0,0
463,2020-03-26,West Bengal,Total,10,0,0,0
464,2020-03-27,Andaman and Nicobar Islands,Total,6,0,0,0
465,2020-03-27,Andaman and Nicobar Islands,Unknown,6,0,0,0
466,2020-03-27,Andhra Pradesh,Total,13,0,0,0
467,2020-03-27,Bihar,Total,9,0,0,0
468,2020-03-27,Chandigarh,Total,8,0,0,0
469,2020-03-27,Chandigarh,Chandigarh,8,0,0,0
470,2020-03-27,Chhattisgarh,Total,6,0,0,0
471,2020-03-27,Delhi,Total,40,0,0,0
472,2020-03-27,Delhi,Delhi,40,0,0,0
473,2020-03-27,Goa,Total,3,0,0,0
474,2020-03-27,Gujarat,Total,47,0,0,0
475,2020-03-27,Himachal Pradesh,Total,3,0,0,0
476,2020-03-27,Haryana,Total,33,0,0,0
477,2020-03-27,Jammu and Kashmir,Total,20,0,0,0
478,2020-03-27,Karnataka,Total,64,5,3,0
479,2020-03-27,Kerala,Total,176,3,0,0
480,2020-03-27,Ladakh,Total,13,0,0,0
481,2020-03-27,Maharashtra,Total,153,0,0,0
482,2020-03-27,Manipur,Total,1,0,0,0
483,2020-03-27,Madhya Pradesh,Total,29,0,0,0
484,2020-03-27,Mizoram,Total,1,0,0,0
485,2020-03-27,Odisha,Total,3,0,0,0
486,2020-03-27,Punjab,Total,38,0,0,0
487,2020-03-27,Puducherry,Total,1,0,0,0
488,2020-03-27,Rajasthan,Total,50,0,0,0
489,2020-03-27,Telangana,Total,59,0,0,0
490,2020-03-27,Telangana,Unknown,59,0,0,0
491,2020-03-27,Tamil Nadu,Total,38,0,0,0
492,2020-03-27,Total,Total,883,8,3,27688
493,2020-03-27,Uttar Pradesh,Total,49,0,0,0
494,2020-03-27,Uttarakhand,Total,5,0,0,0
495,2020-03-27,West Bengal,Total,15,0,0,0
496,2020-03-28,Andaman and Nicobar Islands,Total,9,0,0,0
497,2020-03-28,Andaman and Nicobar Islands,Unknown,9,0,0,0
498,2020-03-28,Andhra Pradesh,Total,19,0,0,0
499,2020-03-28,Bihar,Total,11,0,0,0
500,2020-03-28,Chandigarh,Total,8,0,0,0
501,2020-03-28,Chandigarh,Chandigarh,8,0,0,0
502,2020-03-28,Chhattisgarh,Total,7,0,0,0
503,2020-03-28,Delhi,Total,49,0,0,0
504,2020-03-28,Delhi,Delhi,49,0,0,0
505,2020-03-28,Goa,Total,3,0,0,0
506,2020-03-28,Gujarat,Total,55,0,0,0
507,2020-03-28,Himachal Pradesh,Total,3,0,0,0
508,2020-03-28,Haryana,Total,35,0,0,0
509,2020-03-28,Jammu and Kashmir,Total,33,0,0,0
510,2020-03-28,Karnataka,Total,76,5,3,0
511,2020-03-28,Kerala,Total,182,3,0,0
512,2020-03-28,Ladakh,Total,13,0,0,0
513,2020-03-28,Maharashtra,Total,181,0,0,0
514,2020-03-28,Manipur,Total,1,0,0,0
515,2020-03-28,Madhya Pradesh,Total,39,0,0,0
516,2020-03-28,Mizoram,Total,1,0,0,0
517,2020-03-28,Odisha,Total,3,0,0,0
518,2020-03-28,Punjab,Total,38,0,0,0
